Time,Lon,Lat,,,,Position,Start Time,End Time,,Longitude,St.dev Lon,,Latitude,St.dev Lat
02:29.0,114.8974572,4.9780895,,,,,,,,,,,,
02:30.0,114.8974673,4.97808233,,,,,,,,,,,,
02:33.0,114.8974997,4.97806167,,,,,,,,,,,,
02:37.0,114.8975475,4.97805533,,,,,,,,,,,,
02:40.0,114.8975603,4.97806233,,,,,,,,,,,,
02:41.0,114.8975638,4.97806317,,,,,,,,,,,,
02:42.0,114.8975677,4.9780645,,,,,,,,,,,,
02:44.0,114.8975745,4.9780675,,,,,,,,,,,,
02:46.0,114.897579,4.97807067,,,,,,,,,,,,
02:50.0,114.8975888,4.97807467,,,,,,,,,,,,
02:51.0,114.8975917,4.978076,,,,,,,,,,,,
02:53.0,114.8975958,4.978077,,,,,,,,,,,,
02:55.0,114.8975988,4.97807883,,,,,,,,,,,,
02:56.0,114.897601,4.97808017,,,,,,,,,,,,
02:57.0,114.897603,4.978081,,,,,,,,,,,,
02:58.0,114.8976055,4.97808233,,,,,,,,,,,,
02:59.0,114.8976072,4.97808317,,,,,,,,,,,,
03:00.0,114.897609,4.97808367,,,,,,,,,,,,
03:02.0,114.8976123,4.9780845,,,,,,,,,,,,
03:04.0,114.8976153,4.97808567,,,,,,,,,,,,
03:07.0,114.8976197,4.97808583,,,,,,,,,,,,
03:09.0,114.8976222,4.97808633,,,,,,,,,,,,
03:11.0,114.8976248,4.97808733,,,,,,,,,,,,
03:15.0,114.897628,4.9780885,,,,,,,,,,,,
03:16.0,114.8976288,4.9780885,,,,,,,,,,,,
03:17.0,114.8976297,4.978089,,,,,,,,,,,,
03:18.0,114.8976308,4.97808983,,,,,,,,,,,,
03:20.0,114.897633,4.97808983,,,,,,,,,,,,
03:22.0,114.897635,4.97809033,,,,,,,,,,,,
03:23.0,114.8976363,4.97809017,,,,,,,,,,,,
03:25.0,114.8976383,4.97809,,,,,,,,,,,,
03:27.0,114.8976393,4.97809,,,,,,,,,,,,
03:29.0,114.897641,4.9780905,,,,,,,,,,,,
03:30.0,114.8976418,4.97809083,,,,,,,,,,,,
03:32.0,114.8976435,4.978092,,,,,,,,,,,,
03:33.0,114.8976442,4.97809317,,,,,,,,,,,,
03:34.0,114.8976452,4.978094,,,,,,,,,,,,
03:36.0,114.8976473,4.97809467,,,,,,,,,,,,
03:38.0,114.8976498,4.97809567,,,,,,,,,,,,
03:42.0,114.8976537,4.97809633,,,,,,,,,,,,
03:43.0,114.8976547,4.97809683,,,,,,,,,,,,
03:44.0,114.8976557,4.97809667,,,,,,,,,,,,
03:45.0,114.8976565,4.9780975,,,,,,,,,,,,
03:46.0,114.8976575,4.97809983,,,,,,,,,,,,
03:48.0,114.8976592,4.97810117,,,,,,,,,,,,
03:51.0,114.8976623,4.97810317,,,,,,,,,,,,
03:52.0,114.897663,4.978103,,,,,,,,,,,,
03:57.0,114.8976673,4.9781015,,,,,,,,,,,,
03:59.0,114.8976683,4.97810183,,,,,,,,,,,,
04:06.0,114.8976727,4.978104,,,,,,,,,,,,
04:07.0,114.8976748,4.97810417,,,,,,,,,,,,
04:14.0,114.8976783,4.97810667,,,,,,,,,,,,
04:18.0,114.8976807,4.97810583,,,,,,,,,,,,
04:21.0,114.8976827,4.97810433,,,,,,,,,,,,
04:22.0,114.8976833,4.97810367,,,,,,,,,,,,
04:25.0,114.8976855,4.97810167,,,,,,,,,,,,
04:26.0,114.8976862,4.97810117,,,,,,,,,,,,
04:27.0,114.897687,4.9781005,,,,,,,,,,,,
04:28.0,114.8976877,4.97810033,,,,,,,,,,,,
04:29.0,114.8976882,4.9781,,,,,,,,,,,,
04:30.0,114.897689,4.9780995,,,,,,,,,,,,
04:32.0,114.8976902,4.97809883,,,,,,,,,,,,
04:33.0,114.897691,4.97809883,,,,,,,,,,,,
04:34.0,114.8976917,4.97809883,,,,,,,,,,,,
04:35.0,114.8976922,4.978099,,,,,,,,,,,,
04:36.0,114.8976925,4.978099,,,,,,,,,,,,
04:37.0,114.8976928,4.97809917,,,,,,,,,,,,
04:38.0,114.8976933,4.97809917,,,,,,,,,,,,
04:39.0,114.8976935,4.978099,,,,,,,,,,,,
04:40.0,114.8976937,4.9780995,,,,,,,,,,,,
04:42.0,114.897694,4.97809967,,,,,,,,,,,,
04:43.0,114.8976943,4.97809967,,,,,,,,,,,,
04:44.0,114.8976945,4.97809983,,,,,,,,,,,,
04:45.0,114.8976947,4.9781,,,,,,,,,,,,
04:46.0,114.897695,4.9780995,,,,,,,,,,,,
04:49.0,114.8976958,4.97809967,,,,,,,,,,,,
04:51.0,114.8976962,4.97809917,,,,,,,,,,,,
04:53.0,114.8976967,4.97809883,,,,,,,,,,,,
04:55.0,114.8976972,4.97809833,,,,,,,,,,,,
04:56.0,114.8976973,4.97809817,,,,,,,,,,,,
04:57.0,114.8976977,4.97809783,,,,,,,,,,,,
04:58.0,114.897698,4.9780975,,,,,,,,,,,,
04:59.0,114.8976983,4.97809733,,,,,,,,,,,,
05:01.0,114.8976988,4.97809733,,,,,,,,,,,,
05:03.0,114.8976993,4.97809717,,,,,,,,,,,,
05:07.0,114.8977005,4.97809767,,,,,,,,,,,,
05:09.0,114.897701,4.97809783,,,,,,,,,,,,
05:10.0,114.8977012,4.97809783,,,,,,,,,,,,
05:14.0,114.8977018,4.97809767,,,,,,,,,,,,
05:16.0,114.897702,4.97809783,,,,,,,,,,,,
05:17.0,114.8977022,4.97809783,,,,,,,,,,,,
05:21.0,114.8977023,4.978098,,,,,,,,,,,,
05:22.0,114.8977025,4.97809767,,,,,,,,,,,,
05:23.0,114.8977025,4.9780975,,,,,,,,,,,,
05:24.0,114.8977027,4.97809717,,,,,,,,,,,,
05:26.0,114.8977012,4.97809383,,,,,,,,,,,,
05:27.0,114.8976993,4.9780905,,,,,,,,,,,,
05:28.0,114.897699,4.9780875,,,,,,,,,,,,
05:29.0,114.8976992,4.97808617,,,,,,,,,,,,
05:33.0,114.8976947,4.9780835,,,,,,,,,,,,
05:34.0,114.897694,4.97808333,,,,,,,,,,,,
05:35.0,114.8976938,4.97808317,,,,,,,,,,,,
05:40.0,114.8976882,4.97808183,,,,,,,,,,,,
05:41.0,114.8976873,4.97808183,,,,,,,,,,,,
05:44.0,114.897687,4.97808267,,,,,,,,,,,,
05:45.0,114.8976872,4.97808317,,,,,,,,,,,,
05:46.0,114.8976875,4.97808383,,,,,,,,,,,,
05:47.0,114.8976875,4.97808417,,,,,,,,,,,,
05:48.0,114.897688,4.97808483,,,,,,,,,,,,
05:49.0,114.8976883,4.97808533,,,,,,,,,,,,
05:50.0,114.8976887,4.978086,,,,,,,,,,,,
05:51.0,114.8976887,4.9780865,,,,,,,,,,,,
05:52.0,114.8976887,4.978087,,,,,,,,,,,,
05:53.0,114.8976885,4.97808733,,,,,,,,,,,,
05:54.0,114.8976883,4.97808783,,,,,,,,,,,,
05:55.0,114.8976883,4.97808817,,,,,,,,,,,,
05:56.0,114.8976882,4.97808833,,,,,,,,,,,,
05:57.0,114.8976882,4.97808833,,,,,,,,,,,,
05:58.0,114.8976878,4.97808817,,,,,,,,,,,,
05:59.0,114.8976878,4.97808817,,,,,,,,,,,,
06:00.0,114.8976875,4.9780885,,,,,,,,,,,,
06:02.0,114.8976868,4.9780885,,,,,,,,,,,,
06:03.0,114.8976865,4.9780885,,,,,,,,,,,,
06:04.0,114.8976865,4.97808867,,,,,,,,,,,,
06:05.0,114.8976863,4.97808867,,,,,,,,,,,,
06:06.0,114.8976868,4.97808917,,,,,,,,,,,,
06:07.0,114.8976875,4.97808967,,,,,,,,,,,,
06:08.0,114.8976882,4.9780905,,,,,,,,,,,,
06:09.0,114.8976882,4.97809067,,,,,,,,,,,,
06:10.0,114.8976882,4.97809067,,,,,,,,,,,,
06:11.0,114.8976878,4.97809033,,,,,,,,,,,,
06:12.0,114.8976877,4.97809017,,,,,,,,,,,,
06:13.0,114.8976877,4.97809017,,,,,,,,,,,,
06:15.0,114.8976877,4.97808967,,,,,,,,,,,,
06:16.0,114.8976875,4.97808933,,,,,,,,,,,,
06:18.0,114.897687,4.97808867,,,,,,,,,,,,
06:20.0,114.8976868,4.97808817,,,,,,,,,,,,
06:21.0,114.8976868,4.97808767,,,,,,,,,,,,
06:22.0,114.8976868,4.97808717,,,,,,,,,,,,
06:24.0,114.8976868,4.978087,,,,,,,,,,,,
06:26.0,114.8976875,4.9780875,,,,,,,,,,,,
06:28.0,114.8976875,4.97808817,,,,,,,,,,,,
06:29.0,114.8976877,4.9780885,,,,,,,,,,,,
06:31.0,114.897688,4.97808983,,,,,,,,,,,,
06:32.0,114.8976883,4.97809017,,,,,,,,,,,,
06:33.0,114.8976887,4.9780905,,,,,,,,,,,,
06:34.0,114.8976888,4.97809083,,,,,,,,,,,,
06:36.0,114.8976893,4.97809117,,,,,,,,,,,,
06:37.0,114.8976893,4.97809133,,,,,,,,,,,,
06:38.0,114.8976895,4.97809167,,,,,,,,,,,,
06:39.0,114.8976897,4.97809183,,,,,,,,,,,,
06:40.0,114.8976898,4.978092,,,,,,,,,,,,
06:41.0,114.8976898,4.97809217,,,,,,,,,,,,
06:42.0,114.89769,4.97809217,,,,,,,,,,,,
06:43.0,114.8976903,4.97809217,,,,,,,,,,,,
06:46.0,114.8976907,4.9780925,,,,,,,,,,,,
06:48.0,114.897691,4.97809267,,,,,,,,,,,,
06:51.0,114.8976917,4.97809283,,,,,,,,,,,,
06:52.0,114.8976918,4.97809267,,,,,,,,,,,,
06:53.0,114.897692,4.97809283,,,,,,,,,,,,
06:55.0,114.8976925,4.97809283,,,,,,,,,,,,
06:56.0,114.8976927,4.978093,,,,,,,,,,,,
06:59.0,114.8976933,4.9780935,,,,,,,,,,,,
07:02.0,114.8976938,4.97809383,,,,,,,,,,,,
07:05.0,114.897693,4.97808767,,,,,,,,,,,,
07:10.0,114.897699,4.97808483,,,,,,,,,,,,
07:12.0,114.8977052,4.97808383,,,,,,,,,,,,
07:14.0,114.8977165,4.97808233,,,,,,,,,,,,
07:16.0,114.8977337,4.97809117,,,,,,,,,,,,
07:17.0,114.8977428,4.97809833,,,,,,,,,,,,
07:19.0,114.8977593,4.978116,,,,,,,,,,,,
07:21.0,114.8977762,4.9781295,,,,,,,,,,,,
07:23.0,114.8977958,4.97814167,,,,,,,,,,,,
07:24.0,114.897807,4.97814617,,,,,,,,,,,,
07:26.0,114.8978283,4.97815583,,,,,,,,,,,,
07:30.0,114.8978615,4.9781905,,,,,,,,,,,,
07:32.0,114.8978793,4.97820867,,,,,,,,,,,,
07:34.0,114.8978962,4.97822667,,,,,,,,,,,,
07:37.0,114.897916,4.97825433,,,,,,,,,,,,
07:38.0,114.8979233,4.9782635,,,,,,,,,,,,
07:39.0,114.8979315,4.978272,,,,,,,,,,,,
07:41.0,114.8979465,4.9782865,,,,,,,,,,,,
07:43.0,114.8979568,4.978305,,,,,,,,,,,,
07:44.0,114.8979617,4.97831433,,,,,,,,,,,,
07:45.0,114.8979658,4.97832233,,,,,,,,,,,,
07:46.0,114.897967,4.97833033,,,,,,,,,,,,
07:47.0,114.8979645,4.9783375,,,,,,,,,,,,
07:48.0,114.8979603,4.978343,,,,,,,,,,,,
07:49.0,114.8979567,4.978346,,,,,,,,,,,,
07:51.0,114.8979562,4.97834617,,,,,,,,,,,,
07:52.0,114.8979552,4.978349,,,,,,,,,,,,
07:53.0,114.8979543,4.97835117,,,,,,,,,,,,
07:56.0,114.8979537,4.97835283,,,,,,,,,,,,
07:58.0,114.8979533,4.97835317,,,,,,,,,,,,
08:00.0,114.8979533,4.978353,,,,,,,,,,,,
08:02.0,114.8979538,4.9783525,,,,,,,,,,,,
08:04.0,114.8979537,4.97835217,,,,,,,,,,,,
08:06.0,114.897953,4.97835233,,,,,,,,,,,,
08:08.0,114.8979523,4.97835267,,,,,,,,,,,,
08:10.0,114.8979515,4.9783535,,,,,,,,,,,,
08:13.0,114.897948,4.97835417,,,,,,,,,,,,
08:14.0,114.8979467,4.97835433,,,,,,,,,,,,
08:15.0,114.8979452,4.9783545,,,,,,,,,,,,
08:17.0,114.8979423,4.97835483,,,,,,,,,,,,
08:22.0,114.8979368,4.97835633,,,,,,,,,,,,
08:24.0,114.8979353,4.978357,,,,,,,,,,,,
08:26.0,114.897934,4.97835767,,,,,,,,,,,,
08:29.0,114.8979342,4.97835783,,,,,,,,,,,,
08:30.0,114.8979343,4.978358,,,,,,,,,,,,
08:33.0,114.8979328,4.97835917,,,,,,,,,,,,
08:35.0,114.8979323,4.97836,,,,,,,,,,,,
08:36.0,114.8979322,4.97836033,,,,,,,,,,,,
08:38.0,114.897932,4.978361,,,,,,,,,,,,
08:40.0,114.8979318,4.9783615,,,,,,,,,,,,
08:42.0,114.897932,4.978362,,,,,,,,,,,,
08:44.0,114.8979322,4.9783625,,,,,,,,,,,,
08:45.0,114.8979323,4.97836267,,,,,,,,,,,,
08:47.0,114.8979325,4.97836317,,,,,,,,,,,,
08:49.0,114.8979328,4.97836367,,,,,,,,,,,,
08:51.0,114.8979333,4.97836417,,,,,,,,,,,,
08:52.0,114.8979335,4.97836433,,,,,,,,,,,,
08:54.0,114.8979338,4.97836467,,,,,,,,,,,,
08:56.0,114.8979343,4.97836467,,,,,,,,,,,,
08:58.0,114.8979352,4.97836483,,,,,,,,,,,,
09:01.0,114.8979363,4.978365,,,,,,,,,,,,
09:03.0,114.8979368,4.97836517,,,,,,,,,,,,
09:04.0,114.8979372,4.97836533,,,,,,,,,,,,
09:05.0,114.8979375,4.97836533,,,,,,,,,,,,
09:06.0,114.8979377,4.9783655,,,,,,,,,,,,
09:08.0,114.8979382,4.97836567,,,,,,,,,,,,
09:10.0,114.8979385,4.978366,,,,,,,,,,,,
09:11.0,114.8979387,4.97836617,,,,,,,,,,,,
09:14.0,114.8979392,4.97836667,,,,,,,,,,,,
09:16.0,114.8979393,4.97836683,,,,,,,,,,,,
09:20.0,114.8979395,4.97836783,,,,,,,,,,,,
09:21.0,114.8979395,4.978368,,,,,,,,,,,,
09:24.0,114.8979395,4.97836883,,,,,,,,,,,,
09:26.0,114.8979395,4.97836933,,,,,,,,,,,,
09:27.0,114.8979395,4.9783695,,,,,,,,,,,,
09:29.0,114.8979395,4.97837,,,,,,,,,,,,
09:32.0,114.8979395,4.97837083,,,,,,,,,,,,
09:33.0,114.8979395,4.978371,,,,,,,,,,,,
09:34.0,114.8979395,4.97837117,,,,,,,,,,,,
09:35.0,114.8979395,4.97837133,,,,,,,,,,,,
09:38.0,114.8979395,4.978372,,,,,,,,,,,,
09:40.0,114.8979397,4.97837233,,,,,,,,,,,,
09:41.0,114.8979397,4.9783725,,,,,,,,,,,,
09:45.0,114.8979397,4.97837317,,,,,,,,,,,,
09:46.0,114.8979397,4.97837333,,,,,,,,,,,,
09:47.0,114.8979398,4.97837333,,,,,,,,,,,,
09:48.0,114.89794,4.9783735,,,,,,,,,,,,
09:49.0,114.8979402,4.97837367,,,,,,,,,,,,
09:50.0,114.8979402,4.97837367,,,,,,,,,,,,
09:51.0,114.8979403,4.97837367,,,,,,,,,,,,
09:52.0,114.8979405,4.97837383,,,,,,,,,,,,
09:53.0,114.8979405,4.97837383,,,,,,,,,,,,
09:55.0,114.8979408,4.978374,,,,,,,,,,,,
09:56.0,114.8979408,4.978374,,,,,,,,,,,,
09:57.0,114.897941,4.978374,,,,,,,,,,,,
09:58.0,114.8979412,4.97837417,,,,,,,,,,,,
09:59.0,114.8979412,4.97837417,,,,,,,,,,,,
10:01.0,114.8979413,4.97837433,,,,,,,,,,,,
10:03.0,114.8979413,4.9783745,,,,,,,,,,,,
10:04.0,114.8979415,4.9783745,,,,,,,,,,,,
10:05.0,114.8979415,4.97837467,,,,,,,,,,,,
10:07.0,114.8979417,4.97837467,,,,,,,,,,,,
10:08.0,114.8979418,4.97837467,,,,,,,,,,,,
10:09.0,114.897942,4.97837467,,,,,,,,,,,,
10:10.0,114.897942,4.97837467,,,,,,,,,,,,
10:12.0,114.8979423,4.97837483,,,,,,,,,,,,
10:13.0,114.8979423,4.97837483,,,,,,,,,,,,
10:14.0,114.8979425,4.97837483,,,,,,,,,,,,
10:15.0,114.8979425,4.97837483,,,,,,,,,,,,
10:18.0,114.8979428,4.97837517,,,,,,,,,,,,
10:19.0,114.8979425,4.97837517,,,,,,,,,,,,
10:20.0,114.8979423,4.97837517,,,,,,,,,,,,
10:21.0,114.897944,4.97837667,,,,,,,,,,,,
10:22.0,114.897949,4.97838133,,,,,,,,,,,,
10:24.0,114.8979648,4.9783925,,,,,,,,,,,,
10:25.0,114.8979735,4.97839817,,,,,,,,,,,,
10:34.0,114.8980348,4.97844933,,,,,,,,,,,,
10:36.0,114.8980443,4.97845917,,,,,,,,,,,,
10:38.0,114.8980565,4.9784585,,,,,,,,,,,,
10:40.0,114.8980728,4.97845267,,,,,,,,,,,,
10:41.0,114.8980793,4.97845,,,,,,,,,,,,
10:42.0,114.8980817,4.97844867,,,,,,,,,,,,
10:44.0,114.8980822,4.97844783,,,,,,,,,,,,
10:48.0,114.8980828,4.97844733,,,,,,,,,,,,
10:50.0,114.8980835,4.9784475,,,,,,,,,,,,
10:52.0,114.8980842,4.97844783,,,,,,,,,,,,
10:54.0,114.8980848,4.97844783,,,,,,,,,,,,
10:56.0,114.8980853,4.978448,,,,,,,,,,,,
10:59.0,114.8980862,4.978448,,,,,,,,,,,,
11:03.0,114.8980872,4.97844833,,,,,,,,,,,,
11:10.0,114.8980887,4.9784485,,,,,,,,,,,,
11:11.0,114.898089,4.9784485,,,,,,,,,,,,
11:12.0,114.8980892,4.97844867,,,,,,,,,,,,
11:15.0,114.8980898,4.97844867,,,,,,,,,,,,
11:16.0,114.89809,4.97844867,,,,,,,,,,,,
11:18.0,114.8980905,4.97844867,,,,,,,,,,,,
11:21.0,114.8980912,4.9784485,,,,,,,,,,,,
11:22.0,114.8980913,4.9784485,,,,,,,,,,,,
11:23.0,114.8980915,4.9784485,,,,,,,,,,,,
11:27.0,114.8980923,4.9784485,,,,,,,,,,,,
11:28.0,114.8980925,4.9784485,,,,,,,,,,,,
11:29.0,114.8980928,4.9784485,,,,,,,,,,,,
11:31.0,114.8980932,4.97844833,,,,,,,,,,,,
11:32.0,114.8980935,4.97844833,,,,,,,,,,,,
11:33.0,114.8980937,4.97844833,,,,,,,,,,,,
11:34.0,114.8980938,4.97844833,,,,,,,,,,,,
11:35.0,114.898094,4.97844833,,,,,,,,,,,,
11:36.0,114.8980943,4.97844833,,,,,,,,,,,,
11:37.0,114.8980945,4.97844833,,,,,,,,,,,,
11:38.0,114.8980947,4.97844817,,,,,,,,,,,,
11:39.0,114.8980948,4.97844817,,,,,,,,,,,,
11:40.0,114.898095,4.97844817,,,,,,,,,,,,
11:41.0,114.8980952,4.97844833,,,,,,,,,,,,
11:44.0,114.8980957,4.97844833,,,,,,,,,,,,
11:45.0,114.8980958,4.97844817,,,,,,,,,,,,
11:46.0,114.898096,4.97844817,,,,,,,,,,,,
11:51.0,114.8980968,4.97844817,,,,,,,,,,,,
11:52.0,114.8980968,4.97844817,,,,,,,,,,,,
11:53.0,114.898097,4.97844817,,,,,,,,,,,,
11:55.0,114.8980972,4.978448,,,,,,,,,,,,
11:56.0,114.8980973,4.978448,,,,,,,,,,,,
11:58.0,114.8980977,4.978448,,,,,,,,,,,,
12:00.0,114.8980978,4.97844783,,,,,,,,,,,,
12:02.0,114.898098,4.97844783,,,,,,,,,,,,
12:04.0,114.8980983,4.97844767,,,,,,,,,,,,
12:06.0,114.8980985,4.97844767,,,,,,,,,,,,
12:07.0,114.8980987,4.97844767,,,,,,,,,,,,
12:09.0,114.8980988,4.9784475,,,,,,,,,,,,
12:10.0,114.8980988,4.9784475,,,,,,,,,,,,
12:11.0,114.898099,4.9784475,,,,,,,,,,,,
12:13.0,114.898099,4.9784475,,,,,,,,,,,,
12:14.0,114.8980992,4.97844733,,,,,,,,,,,,
12:16.0,114.8980992,4.97844733,,,,,,,,,,,,
12:17.0,114.8980992,4.97844733,,,,,,,,,,,,
12:19.0,114.8980993,4.97844733,,,,,,,,,,,,
12:20.0,114.8980993,4.97844733,,,,,,,,,,,,
12:22.0,114.8980995,4.97844733,,,,,,,,,,,,
12:23.0,114.8980995,4.97844733,,,,,,,,,,,,
12:25.0,114.8980995,4.97844733,,,,,,,,,,,,
12:27.0,114.8980997,4.97844733,,,,,,,,,,,,
12:28.0,114.8980997,4.97844733,,,,,,,,,,,,
12:29.0,114.8980997,4.97844733,,,,,,,,,,,,
12:30.0,114.8980998,4.97844733,,,,,,,,,,,,
12:32.0,114.8980998,4.97844733,,,,,,,,,,,,
12:34.0,114.8981,4.97844733,,,,,,,,,,,,
12:35.0,114.8981,4.97844733,,,,,,,,,,,,
12:36.0,114.8981,4.97844717,,,,,,,,,,,,
12:38.0,114.8981002,4.97844717,,,,,,,,,,,,
12:39.0,114.8981002,4.97844717,,,,,,,,,,,,
12:40.0,114.8981002,4.97844717,,,,,,,,,,,,
12:44.0,114.8981002,4.97844717,,,,,,,,,,,,
12:46.0,114.8981002,4.97844717,,,,,,,,,,,,
12:48.0,114.8981002,4.97844717,,,,,,,,,,,,
12:50.0,114.8981002,4.97844717,,,,,,,,,,,,
12:52.0,114.8981002,4.97844717,,,,,,,,,,,,
12:54.0,114.8981002,4.97844717,,,,,,,,,,,,
12:55.0,114.8981002,4.97844717,,,,,,,,,,,,
12:57.0,114.8981002,4.97844717,,,,,,,,,,,,
12:59.0,114.8981002,4.97844717,,,,,,,,,,,,
13:00.0,114.8981,4.97844717,,,,,,,,,,,,
13:01.0,114.8981,4.97844717,,,,,,,,,,,,
13:02.0,114.8981,4.97844717,,,,,,,,,,,,
13:04.0,114.898101,4.97844517,,,,,,,,,,,,
13:06.0,114.8981085,4.9784345,,,,,,,,,,,,
