Time,Lon,Lat,,,,Position,Start Time,End Time,,Longitude,St.dev Lon,,Latitude,St.dev Lat
00:48.0,114.897412,4.97826333,,,,,,,,,,,,
00:49.0,114.8974123,4.97826283,,,,,,,,,,,,
00:50.0,114.8974122,4.978262,,,,,,,,,,,,
00:52.0,114.8974132,4.97826217,,,,,,,,,,,,
00:53.0,114.8974128,4.97826167,,,,,,,,,,,,
00:55.0,114.8974132,4.9782615,,,,,,,,,,,,
00:56.0,114.8974132,4.97826133,,,,,,,,,,,,
00:58.0,114.8974122,4.97826,,,,,,,,,,,,
00:59.0,114.8974115,4.97825917,,,,,,,,,,,,
01:01.0,114.8974105,4.97825833,,,,,,,,,,,,
01:02.0,114.89741,4.97825817,,,,,,,,,,,,
01:04.0,114.8974103,4.97825917,,,,,,,,,,,,
01:06.0,114.8974093,4.97825867,,,,,,,,,,,,
01:07.0,114.8974093,4.97825867,,,,,,,,,,,,
01:09.0,114.89741,4.978259,,,,,,,,,,,,
01:10.0,114.89741,4.97825883,,,,,,,,,,,,
01:11.0,114.8974097,4.978259,,,,,,,,,,,,
01:12.0,114.8974093,4.978259,,,,,,,,,,,,
01:14.0,114.8974087,4.97825883,,,,,,,,,,,,
01:15.0,114.8974085,4.97825883,,,,,,,,,,,,
01:16.0,114.8974083,4.97825883,,,,,,,,,,,,
01:17.0,114.8974083,4.97825883,,,,,,,,,,,,
01:18.0,114.8974085,4.97825883,,,,,,,,,,,,
01:19.0,114.8974085,4.97825883,,,,,,,,,,,,
01:21.0,114.8974085,4.97825867,,,,,,,,,,,,
01:22.0,114.8974085,4.9782585,,,,,,,,,,,,
01:24.0,114.897409,4.978259,,,,,,,,,,,,
01:25.0,114.8974093,4.97825917,,,,,,,,,,,,
01:26.0,114.8974098,4.97825933,,,,,,,,,,,,
01:27.0,114.8974102,4.97825967,,,,,,,,,,,,
01:28.0,114.8974107,4.97826,,,,,,,,,,,,
01:29.0,114.8974112,4.97826,,,,,,,,,,,,
01:30.0,114.8974117,4.97826,,,,,,,,,,,,
01:31.0,114.897412,4.97825983,,,,,,,,,,,,
01:32.0,114.8974123,4.97825967,,,,,,,,,,,,
01:33.0,114.897413,4.9782595,,,,,,,,,,,,
01:34.0,114.8974135,4.97825933,,,,,,,,,,,,
01:35.0,114.8974142,4.9782595,,,,,,,,,,,,
01:37.0,114.8974152,4.97825933,,,,,,,,,,,,
01:38.0,114.8974158,4.97825933,,,,,,,,,,,,
01:39.0,114.8974163,4.9782595,,,,,,,,,,,,
01:41.0,114.8974175,4.97825933,,,,,,,,,,,,
01:43.0,114.897418,4.9782585,,,,,,,,,,,,
01:44.0,114.8974185,4.9782585,,,,,,,,,,,,
01:45.0,114.8974188,4.97825817,,,,,,,,,,,,
01:46.0,114.897419,4.97825783,,,,,,,,,,,,
01:47.0,114.8974192,4.97825767,,,,,,,,,,,,
01:48.0,114.8974193,4.97825733,,,,,,,,,,,,
01:50.0,114.8974195,4.978257,,,,,,,,,,,,
01:51.0,114.8974198,4.97825767,,,,,,,,,,,,
01:52.0,114.8974202,4.97825833,,,,,,,,,,,,
01:53.0,114.8974203,4.97825883,,,,,,,,,,,,
01:54.0,114.8974202,4.97825933,,,,,,,,,,,,
01:55.0,114.89742,4.97825967,,,,,,,,,,,,
01:56.0,114.8974198,4.97826,,,,,,,,,,,,
01:57.0,114.8974198,4.97826083,,,,,,,,,,,,
01:58.0,114.8974198,4.97826133,,,,,,,,,,,,
01:59.0,114.8974202,4.97826217,,,,,,,,,,,,
02:00.0,114.8974202,4.978263,,,,,,,,,,,,
02:01.0,114.8974198,4.9782635,,,,,,,,,,,,
02:02.0,114.8974195,4.9782635,,,,,,,,,,,,
02:03.0,114.8974193,4.97826417,,,,,,,,,,,,
02:04.0,114.8974192,4.97826467,,,,,,,,,,,,
02:05.0,114.897419,4.97826517,,,,,,,,,,,,
02:07.0,114.8974187,4.97826567,,,,,,,,,,,,
02:09.0,114.8974185,4.97826617,,,,,,,,,,,,
02:10.0,114.8974177,4.97826633,,,,,,,,,,,,
02:11.0,114.8974175,4.97826617,,,,,,,,,,,,
02:13.0,114.8974263,4.9782605,,,,,,,,,,,,
02:15.0,114.8974403,4.97824983,,,,,,,,,,,,
02:17.0,114.8974553,4.97823867,,,,,,,,,,,,
02:18.0,114.897463,4.978235,,,,,,,,,,,,
02:19.0,114.8974662,4.97823,,,,,,,,,,,,
02:20.0,114.89747,4.97822267,,,,,,,,,,,,
02:21.0,114.8974758,4.97821483,,,,,,,,,,,,
02:24.0,114.8975027,4.97819517,,,,,,,,,,,,
02:25.0,114.8975128,4.97818983,,,,,,,,,,,,
02:26.0,114.8975212,4.97818383,,,,,,,,,,,,
02:27.0,114.8975287,4.97817717,,,,,,,,,,,,
02:29.0,114.8975402,4.97816717,,,,,,,,,,,,
02:30.0,114.8975448,4.978162,,,,,,,,,,,,
02:31.0,114.8975533,4.97815833,,,,,,,,,,,,
02:32.0,114.8975638,4.97815367,,,,,,,,,,,,
02:34.0,114.8975827,4.9781455,,,,,,,,,,,,
02:36.0,114.897597,4.9781385,,,,,,,,,,,,
02:37.0,114.8976043,4.978134,,,,,,,,,,,,
02:38.0,114.8976142,4.97813117,,,,,,,,,,,,
02:40.0,114.8976367,4.97813117,,,,,,,,,,,,
02:41.0,114.8976428,4.97813417,,,,,,,,,,,,
02:42.0,114.8976467,4.97813617,,,,,,,,,,,,
02:43.0,114.89765,4.978138,,,,,,,,,,,,
02:44.0,114.8976535,4.97813983,,,,,,,,,,,,
02:46.0,114.8976592,4.97814267,,,,,,,,,,,,
02:48.0,114.897664,4.9781455,,,,,,,,,,,,
02:50.0,114.8976677,4.97814683,,,,,,,,,,,,
02:52.0,114.8976712,4.97814817,,,,,,,,,,,,
02:54.0,114.8976745,4.9781495,,,,,,,,,,,,
02:56.0,114.8976773,4.97815083,,,,,,,,,,,,
02:58.0,114.8976795,4.97815117,,,,,,,,,,,,
03:00.0,114.8976817,4.978152,,,,,,,,,,,,
03:02.0,114.8976837,4.97815233,,,,,,,,,,,,
03:04.0,114.8976857,4.97815283,,,,,,,,,,,,
03:06.0,114.8976875,4.978153,,,,,,,,,,,,
03:08.0,114.897689,4.978153,,,,,,,,,,,,
03:10.0,114.8976933,4.97815717,,,,,,,,,,,,
03:12.0,114.8977028,4.97816133,,,,,,,,,,,,
03:14.0,114.897708,4.97816867,,,,,,,,,,,,
03:16.0,114.8977122,4.97817333,,,,,,,,,,,,
03:18.0,114.8977142,4.97817817,,,,,,,,,,,,
03:20.0,114.8977157,4.97818017,,,,,,,,,,,,
03:22.0,114.8977155,4.97817933,,,,,,,,,,,,
03:24.0,114.8977155,4.97817867,,,,,,,,,,,,
03:26.0,114.8977157,4.978178,,,,,,,,,,,,
03:28.0,114.8977158,4.9781775,,,,,,,,,,,,
03:30.0,114.8977155,4.97818317,,,,,,,,,,,,
03:32.0,114.8977158,4.97819,,,,,,,,,,,,
03:34.0,114.8977173,4.9781915,,,,,,,,,,,,
03:36.0,114.8977172,4.97819133,,,,,,,,,,,,
03:38.0,114.8977183,4.978192,,,,,,,,,,,,
03:40.0,114.897716,4.97819933,,,,,,,,,,,,
03:42.0,114.8977143,4.9782035,,,,,,,,,,,,
03:44.0,114.8977148,4.978203,,,,,,,,,,,,
03:46.0,114.8977148,4.9782025,,,,,,,,,,,,
03:48.0,114.897715,4.978201,,,,,,,,,,,,
03:49.0,114.8977152,4.97820033,,,,,,,,,,,,
03:50.0,114.8977152,4.97819967,,,,,,,,,,,,
03:52.0,114.8977152,4.97819783,,,,,,,,,,,,
03:54.0,114.8977152,4.97819583,,,,,,,,,,,,
03:56.0,114.8977152,4.97819417,,,,,,,,,,,,
03:58.0,114.897715,4.97819283,,,,,,,,,,,,
04:00.0,114.8977142,4.978193,,,,,,,,,,,,
04:02.0,114.8977137,4.97819233,,,,,,,,,,,,
04:04.0,114.897713,4.978191,,,,,,,,,,,,
04:06.0,114.8977127,4.97818967,,,,,,,,,,,,
04:08.0,114.8977123,4.97818817,,,,,,,,,,,,
04:10.0,114.8977122,4.97818667,,,,,,,,,,,,
04:12.0,114.897712,4.97818567,,,,,,,,,,,,
04:14.0,114.897712,4.97818483,,,,,,,,,,,,
04:16.0,114.8977122,4.97818383,,,,,,,,,,,,
04:18.0,114.8977123,4.97818317,,,,,,,,,,,,
04:20.0,114.8977125,4.97818267,,,,,,,,,,,,
04:22.0,114.8977125,4.97818267,,,,,,,,,,,,
04:23.0,114.8977127,4.97818267,,,,,,,,,,,,
04:24.0,114.8977127,4.97818267,,,,,,,,,,,,
04:26.0,114.8977128,4.97818283,,,,,,,,,,,,
04:28.0,114.8977128,4.978183,,,,,,,,,,,,
04:29.0,114.8977128,4.97818333,,,,,,,,,,,,
04:30.0,114.8977128,4.9781835,,,,,,,,,,,,
04:32.0,114.8977125,4.97818417,,,,,,,,,,,,
04:34.0,114.8977123,4.97818467,,,,,,,,,,,,
04:35.0,114.8977123,4.978185,,,,,,,,,,,,
04:37.0,114.8977122,4.97818583,,,,,,,,,,,,
04:38.0,114.8977122,4.97818617,,,,,,,,,,,,
04:40.0,114.8977123,4.97818683,,,,,,,,,,,,
04:41.0,114.8977123,4.97818717,,,,,,,,,,,,
04:42.0,114.8977123,4.97818733,,,,,,,,,,,,
04:43.0,114.8977125,4.97818733,,,,,,,,,,,,
04:44.0,114.8977125,4.9781875,,,,,,,,,,,,
04:45.0,114.8977127,4.9781875,,,,,,,,,,,,
04:46.0,114.8977127,4.9781875,,,,,,,,,,,,
04:47.0,114.8977128,4.9781875,,,,,,,,,,,,
04:48.0,114.8977128,4.9781875,,,,,,,,,,,,
04:50.0,114.897713,4.9781875,,,,,,,,,,,,
04:52.0,114.8977133,4.97818733,,,,,,,,,,,,
04:54.0,114.8977135,4.978187,,,,,,,,,,,,
04:56.0,114.8977137,4.97818667,,,,,,,,,,,,
04:58.0,114.8977138,4.97818633,,,,,,,,,,,,
05:00.0,114.897714,4.97818633,,,,,,,,,,,,
05:02.0,114.897714,4.97818633,,,,,,,,,,,,
05:03.0,114.8977142,4.97818633,,,,,,,,,,,,
05:04.0,114.8977142,4.978186,,,,,,,,,,,,
05:06.0,114.8977153,4.97818633,,,,,,,,,,,,
05:07.0,114.8977162,4.97818383,,,,,,,,,,,,
05:08.0,114.8977178,4.9781805,,,,,,,,,,,,
05:09.0,114.89772,4.9781785,,,,,,,,,,,,
05:10.0,114.897722,4.97817733,,,,,,,,,,,,
05:11.0,114.8977258,4.97817533,,,,,,,,,,,,
05:12.0,114.8977298,4.97817133,,,,,,,,,,,,
05:13.0,114.8977338,4.97816817,,,,,,,,,,,,
05:14.0,114.8977395,4.9781715,,,,,,,,,,,,
05:15.0,114.8977467,4.97817717,,,,,,,,,,,,
05:16.0,114.8977542,4.97818367,,,,,,,,,,,,
05:17.0,114.897762,4.97818967,,,,,,,,,,,,
05:18.0,114.8977697,4.97819467,,,,,,,,,,,,
05:19.0,114.8977777,4.9782015,,,,,,,,,,,,
05:20.0,114.8977855,4.9782075,,,,,,,,,,,,
05:21.0,114.8977923,4.97821283,,,,,,,,,,,,
05:23.0,114.8978052,4.9782265,,,,,,,,,,,,
05:24.0,114.8978113,4.97823283,,,,,,,,,,,,
05:26.0,114.8978225,4.97824683,,,,,,,,,,,,
05:27.0,114.8978282,4.9782525,,,,,,,,,,,,
05:29.0,114.8978395,4.978266,,,,,,,,,,,,
05:31.0,114.897852,4.97828067,,,,,,,,,,,,
05:32.0,114.8978592,4.97828783,,,,,,,,,,,,
05:34.0,114.8978722,4.97830217,,,,,,,,,,,,
05:36.0,114.8978855,4.97831583,,,,,,,,,,,,
05:38.0,114.8979007,4.97832383,,,,,,,,,,,,
05:39.0,114.8979095,4.97832683,,,,,,,,,,,,
05:40.0,114.8979183,4.97833167,,,,,,,,,,,,
05:42.0,114.8979342,4.97834317,,,,,,,,,,,,
05:44.0,114.8979482,4.97835767,,,,,,,,,,,,
05:46.0,114.8979613,4.97837167,,,,,,,,,,,,
05:48.0,114.8979727,4.9783815,,,,,,,,,,,,
05:50.0,114.8979727,4.9783895,,,,,,,,,,,,
05:52.0,114.8979727,4.97839,,,,,,,,,,,,
05:54.0,114.8979725,4.97839017,,,,,,,,,,,,
05:56.0,114.8979722,4.97839033,,,,,,,,,,,,
05:58.0,114.897972,4.97839083,,,,,,,,,,,,
06:00.0,114.897972,4.97839117,,,,,,,,,,,,
06:02.0,114.897972,4.9783915,,,,,,,,,,,,
06:04.0,114.897972,4.97839183,,,,,,,,,,,,
06:06.0,114.897972,4.978392,,,,,,,,,,,,
06:08.0,114.897972,4.97839217,,,,,,,,,,,,
06:10.0,114.897972,4.97839233,,,,,,,,,,,,
06:12.0,114.897972,4.9783925,,,,,,,,,,,,
06:14.0,114.897972,4.9783925,,,,,,,,,,,,
06:16.0,114.897972,4.97839267,,,,,,,,,,,,
06:18.0,114.8979722,4.97839283,,,,,,,,,,,,
06:20.0,114.897972,4.97839283,,,,,,,,,,,,
06:22.0,114.8979722,4.97839283,,,,,,,,,,,,
06:24.0,114.8979722,4.97839283,,,,,,,,,,,,
06:26.0,114.8979722,4.978393,,,,,,,,,,,,
06:28.0,114.897972,4.978393,,,,,,,,,,,,
06:30.0,114.8979718,4.978393,,,,,,,,,,,,
06:32.0,114.8979718,4.978393,,,,,,,,,,,,
06:33.0,114.8979717,4.978393,,,,,,,,,,,,
06:34.0,114.8979717,4.978393,,,,,,,,,,,,
06:35.0,114.8979717,4.97839317,,,,,,,,,,,,
06:36.0,114.8979717,4.97839317,,,,,,,,,,,,
06:37.0,114.8979717,4.97839317,,,,,,,,,,,,
06:38.0,114.8979715,4.97839317,,,,,,,,,,,,
06:39.0,114.8979715,4.97839317,,,,,,,,,,,,
06:41.0,114.8979713,4.97839317,,,,,,,,,,,,
06:42.0,114.8979713,4.97839317,,,,,,,,,,,,
06:43.0,114.8979712,4.97839317,,,,,,,,,,,,
06:45.0,114.8979712,4.97839317,,,,,,,,,,,,
06:47.0,114.897971,4.97839317,,,,,,,,,,,,
06:49.0,114.8979708,4.978393,,,,,,,,,,,,
06:51.0,114.8979707,4.978393,,,,,,,,,,,,
06:53.0,114.8979705,4.978393,,,,,,,,,,,,
06:55.0,114.8979703,4.97839317,,,,,,,,,,,,
06:56.0,114.8979703,4.97839317,,,,,,,,,,,,
06:57.0,114.8979702,4.97839317,,,,,,,,,,,,
06:58.0,114.8979702,4.978393,,,,,,,,,,,,
06:59.0,114.8979702,4.978393,,,,,,,,,,,,
07:00.0,114.89797,4.978393,,,,,,,,,,,,
07:02.0,114.89797,4.978393,,,,,,,,,,,,
07:03.0,114.8979698,4.978393,,,,,,,,,,,,
07:04.0,114.8979698,4.978393,,,,,,,,,,,,
07:06.0,114.8979697,4.97839283,,,,,,,,,,,,
07:08.0,114.8979697,4.97839283,,,,,,,,,,,,
07:09.0,114.8979697,4.97839283,,,,,,,,,,,,
07:10.0,114.8979697,4.97839267,,,,,,,,,,,,
07:11.0,114.8979697,4.97839267,,,,,,,,,,,,
07:12.0,114.8979695,4.97839267,,,,,,,,,,,,
07:14.0,114.8979695,4.9783925,,,,,,,,,,,,
07:16.0,114.8979695,4.9783925,,,,,,,,,,,,
07:18.0,114.8979695,4.97839233,,,,,,,,,,,,
07:20.0,114.8979693,4.97839217,,,,,,,,,,,,
07:21.0,114.8979693,4.97839217,,,,,,,,,,,,
07:22.0,114.8979693,4.97839217,,,,,,,,,,,,
07:23.0,114.8979693,4.97839217,,,,,,,,,,,,
07:24.0,114.8979692,4.97839217,,,,,,,,,,,,
07:25.0,114.8979692,4.978392,,,,,,,,,,,,
07:26.0,114.8979692,4.978392,,,,,,,,,,,,
07:27.0,114.897969,4.978392,,,,,,,,,,,,
07:29.0,114.897969,4.978392,,,,,,,,,,,,
07:30.0,114.897969,4.978392,,,,,,,,,,,,
07:31.0,114.897969,4.97839183,,,,,,,,,,,,
07:32.0,114.8979688,4.97839183,,,,,,,,,,,,
07:33.0,114.8979688,4.97839183,,,,,,,,,,,,
07:34.0,114.8979688,4.97839183,,,,,,,,,,,,
07:36.0,114.8979687,4.97839183,,,,,,,,,,,,
07:37.0,114.8979687,4.97839183,,,,,,,,,,,,
07:38.0,114.8979687,4.97839183,,,,,,,,,,,,
07:40.0,114.8979685,4.97839183,,,,,,,,,,,,
07:42.0,114.8979685,4.97839183,,,,,,,,,,,,
07:43.0,114.8979685,4.97839183,,,,,,,,,,,,
07:44.0,114.8979685,4.97839183,,,,,,,,,,,,
07:45.0,114.8979683,4.97839183,,,,,,,,,,,,
07:46.0,114.8979683,4.97839183,,,,,,,,,,,,
07:47.0,114.8979682,4.97839183,,,,,,,,,,,,
07:48.0,114.8979682,4.97839183,,,,,,,,,,,,
07:49.0,114.8979682,4.97839183,,,,,,,,,,,,
07:50.0,114.8979682,4.97839183,,,,,,,,,,,,
07:52.0,114.8979682,4.97839167,,,,,,,,,,,,
07:54.0,114.8979682,4.97839183,,,,,,,,,,,,
07:55.0,114.8979682,4.97839183,,,,,,,,,,,,
07:57.0,114.897968,4.97839183,,,,,,,,,,,,
07:58.0,114.897968,4.97839183,,,,,,,,,,,,
07:59.0,114.897968,4.978392,,,,,,,,,,,,
08:00.0,114.897968,4.978392,,,,,,,,,,,,
08:01.0,114.897968,4.978392,,,,,,,,,,,,
08:03.0,114.8979682,4.97839333,,,,,,,,,,,,
08:04.0,114.8979697,4.978396,,,,,,,,,,,,
08:05.0,114.897973,4.9784005,,,,,,,,,,,,
08:06.0,114.897979,4.97840517,,,,,,,,,,,,
08:07.0,114.8979868,4.97841067,,,,,,,,,,,,
08:08.0,114.897996,4.978415,,,,,,,,,,,,
08:09.0,114.8980045,4.97841933,,,,,,,,,,,,
08:11.0,114.898021,4.97843,,,,,,,,,,,,
08:12.0,114.8980298,4.97843467,,,,,,,,,,,,
08:13.0,114.898038,4.97843883,,,,,,,,,,,,
08:14.0,114.8980462,4.9784425,,,,,,,,,,,,
08:16.0,114.8980635,4.97845133,,,,,,,,,,,,
08:17.0,114.8980712,4.97845533,,,,,,,,,,,,
08:19.0,114.8980857,4.978463,,,,,,,,,,,,
08:20.0,114.8980937,4.97846367,,,,,,,,,,,,
08:21.0,114.8981018,4.9784625,,,,,,,,,,,,
08:23.0,114.898108,4.978464,,,,,,,,,,,,
08:25.0,114.8981073,4.97846417,,,,,,,,,,,,
08:26.0,114.8981068,4.97846417,,,,,,,,,,,,
08:27.0,114.8981065,4.97846417,,,,,,,,,,,,
08:29.0,114.8981063,4.97846433,,,,,,,,,,,,
08:30.0,114.8981063,4.97846433,,,,,,,,,,,,
08:31.0,114.8981063,4.9784645,,,,,,,,,,,,
08:32.0,114.8981062,4.9784645,,,,,,,,,,,,
08:33.0,114.8981062,4.9784645,,,,,,,,,,,,
08:34.0,114.898106,4.9784645,,,,,,,,,,,,
08:36.0,114.898106,4.97846467,,,,,,,,,,,,
08:38.0,114.8981058,4.97846467,,,,,,,,,,,,
08:40.0,114.8981058,4.97846483,,,,,,,,,,,,
08:41.0,114.8981058,4.97846483,,,,,,,,,,,,
08:43.0,114.8981058,4.97846483,,,,,,,,,,,,
08:45.0,114.8981058,4.978465,,,,,,,,,,,,
08:47.0,114.8981058,4.97846517,,,,,,,,,,,,
08:49.0,114.898106,4.97846517,,,,,,,,,,,,
08:51.0,114.898106,4.97846517,,,,,,,,,,,,
08:52.0,114.8981062,4.97846517,,,,,,,,,,,,
08:53.0,114.8981062,4.97846517,,,,,,,,,,,,
08:54.0,114.8981062,4.97846517,,,,,,,,,,,,
08:55.0,114.8981062,4.97846533,,,,,,,,,,,,
08:56.0,114.8981062,4.97846533,,,,,,,,,,,,
08:57.0,114.8981062,4.97846533,,,,,,,,,,,,
08:58.0,114.8981062,4.97846533,,,,,,,,,,,,
08:59.0,114.8981063,4.97846533,,,,,,,,,,,,
09:00.0,114.8981063,4.97846533,,,,,,,,,,,,
09:02.0,114.8981063,4.9784655,,,,,,,,,,,,
09:03.0,114.8981063,4.9784655,,,,,,,,,,,,
09:04.0,114.8981065,4.9784655,,,,,,,,,,,,
09:05.0,114.8981065,4.9784655,,,,,,,,,,,,
09:07.0,114.8981065,4.97846567,,,,,,,,,,,,
09:08.0,114.8981065,4.97846567,,,,,,,,,,,,
09:09.0,114.8981065,4.97846567,,,,,,,,,,,,
09:10.0,114.8981065,4.97846567,,,,,,,,,,,,
09:12.0,114.8981067,4.97846567,,,,,,,,,,,,
09:14.0,114.8981067,4.97846567,,,,,,,,,,,,
09:15.0,114.8981067,4.97846567,,,,,,,,,,,,
09:16.0,114.8981067,4.97846567,,,,,,,,,,,,
09:18.0,114.8981067,4.97846567,,,,,,,,,,,,
09:20.0,114.8981065,4.97846583,,,,,,,,,,,,
09:22.0,114.8981063,4.97846583,,,,,,,,,,,,
09:23.0,114.8981063,4.978466,,,,,,,,,,,,
09:24.0,114.8981062,4.97846617,,,,,,,,,,,,
09:26.0,114.8981062,4.97846633,,,,,,,,,,,,
09:27.0,114.898106,4.97846633,,,,,,,,,,,,
09:28.0,114.898106,4.9784665,,,,,,,,,,,,
09:29.0,114.898106,4.9784665,,,,,,,,,,,,
09:30.0,114.898106,4.97846667,,,,,,,,,,,,
09:32.0,114.8981058,4.97846667,,,,,,,,,,,,
09:33.0,114.8981058,4.97846667,,,,,,,,,,,,
09:34.0,114.8981058,4.97846683,,,,,,,,,,,,
09:35.0,114.8981058,4.97846683,,,,,,,,,,,,
09:36.0,114.8981057,4.97846683,,,,,,,,,,,,
09:37.0,114.8981057,4.97846683,,,,,,,,,,,,
09:38.0,114.8981057,4.978467,,,,,,,,,,,,
09:39.0,114.8981055,4.978467,,,,,,,,,,,,
09:40.0,114.8981055,4.978467,,,,,,,,,,,,
09:41.0,114.8981055,4.978467,,,,,,,,,,,,
09:42.0,114.8981055,4.978467,,,,,,,,,,,,
09:44.0,114.8981055,4.978467,,,,,,,,,,,,
09:46.0,114.8981057,4.978467,,,,,,,,,,,,
09:48.0,114.8981057,4.97846717,,,,,,,,,,,,
09:50.0,114.8981058,4.97846717,,,,,,,,,,,,
09:51.0,114.8981058,4.97846717,,,,,,,,,,,,
09:52.0,114.8981058,4.97846717,,,,,,,,,,,,
09:53.0,114.8981058,4.97846717,,,,,,,,,,,,
09:54.0,114.898106,4.97846717,,,,,,,,,,,,
09:56.0,114.898106,4.97846717,,,,,,,,,,,,
09:57.0,114.898106,4.97846717,,,,,,,,,,,,
09:58.0,114.8981062,4.97846717,,,,,,,,,,,,
09:59.0,114.8981062,4.97846717,,,,,,,,,,,,
10:00.0,114.8981062,4.97846717,,,,,,,,,,,,
10:02.0,114.8981063,4.978467,,,,,,,,,,,,
10:03.0,114.8981063,4.978467,,,,,,,,,,,,
10:04.0,114.8981065,4.978467,,,,,,,,,,,,
10:05.0,114.8981065,4.978467,,,,,,,,,,,,
10:06.0,114.8981065,4.97846683,,,,,,,,,,,,
10:07.0,114.8981065,4.978467,,,,,,,,,,,,
10:09.0,114.8981067,4.97846683,,,,,,,,,,,,
10:11.0,114.8981067,4.97846683,,,,,,,,,,,,
10:13.0,114.8981068,4.97846667,,,,,,,,,,,,
10:15.0,114.898107,4.9784665,,,,,,,,,,,,
10:17.0,114.8981072,4.9784665,,,,,,,,,,,,
10:18.0,114.8981072,4.9784665,,,,,,,,,,,,
10:19.0,114.8981073,4.97846633,,,,,,,,,,,,
10:21.0,114.8981075,4.97846633,,,,,,,,,,,,
10:23.0,114.8981077,4.978466,,,,,,,,,,,,
10:24.0,114.8981077,4.978466,,,,,,,,,,,,
10:26.0,114.8981078,4.97846583,,,,,,,,,,,,
10:27.0,114.8981078,4.97846583,,,,,,,,,,,,
10:28.0,114.8981078,4.97846567,,,,,,,,,,,,
10:29.0,114.898108,4.97846567,,,,,,,,,,,,
10:30.0,114.898108,4.97846567,,,,,,,,,,,,
10:32.0,114.898108,4.97846567,,,,,,,,,,,,
10:33.0,114.8981082,4.9784655,,,,,,,,,,,,
10:34.0,114.8981107,4.97846083,,,,,,,,,,,,
10:36.0,114.8981203,4.97845083,,,,,,,,,,,,
10:37.0,114.8981255,4.97844633,,,,,,,,,,,,
10:38.0,114.8981305,4.97844067,,,,,,,,,,,,
10:39.0,114.8981345,4.978433,,,,,,,,,,,,
10:40.0,114.8981375,4.97842533,,,,,,,,,,,,
10:41.0,114.89814,4.97841717,,,,,,,,,,,,
10:42.0,114.898143,4.97840883,,,,,,,,,,,,
10:44.0,114.8981488,4.97839,,,,,,,,,,,,
10:46.0,114.8981543,4.97837283,,,,,,,,,,,,
10:47.0,114.8981567,4.9783625,,,,,,,,,,,,
10:48.0,114.8981597,4.97835167,,,,,,,,,,,,
10:49.0,114.8981632,4.978341,,,,,,,,,,,,
10:50.0,114.898166,4.97833083,,,,,,,,,,,,
10:51.0,114.8981682,4.97832117,,,,,,,,,,,,
10:52.0,114.89817,4.978311,,,,,,,,,,,,
10:53.0,114.8981722,4.97830067,,,,,,,,,,,,
10:55.0,114.8981792,4.97827917,,,,,,,,,,,,
10:56.0,114.8981827,4.9782685,,,,,,,,,,,,
10:58.0,114.8981903,4.97824983,,,,,,,,,,,,
10:59.0,114.8981955,4.97824083,,,,,,,,,,,,
11:00.0,114.8982028,4.978232,,,,,,,,,,,,
