Time,Lon,Lat,,,,,UTC
12:48.0,114.8982865,4.97800467,,,,,24:33.0
12:50.0,114.8982863,4.97800467,,,,,24:35.0
12:51.0,114.8982865,4.97800467,,,,,24:36.0
12:52.0,114.8982865,4.97800467,,,,,24:37.0
12:54.0,114.8982865,4.9780045,,,,,24:39.0
12:56.0,114.8982865,4.9780045,,,,,24:41.0
12:57.0,114.8982865,4.9780045,,,,,24:42.0
12:58.0,114.8982865,4.9780045,,,,,24:43.0
12:59.0,114.8982865,4.97800433,,,,,24:44.0
13:00.0,114.8982865,4.97800433,,,,,24:45.0
13:01.0,114.8982865,4.97800433,,,,,24:46.0
13:02.0,114.8982867,4.97800417,,,,,24:47.0
13:03.0,114.8982867,4.97800417,,,,,24:48.0
13:04.0,114.8982867,4.97800417,,,,,24:49.0
13:06.0,114.8982868,4.97800417,,,,,24:51.0
13:08.0,114.898287,4.97800417,,,,,24:53.0
13:09.0,114.898287,4.97800417,,,,,24:54.0
13:10.0,114.898287,4.97800417,,,,,24:55.0
13:11.0,114.898287,4.97800417,,,,,24:56.0
13:12.0,114.898287,4.97800417,,,,,24:57.0
13:14.0,114.898287,4.978004,,,,,24:59.0
13:15.0,114.898287,4.978004,,,,,25:00.0
13:16.0,114.898287,4.978004,,,,,25:01.0
13:18.0,114.8982868,4.97800383,,,,,25:03.0
13:19.0,114.8982868,4.97800383,,,,,25:04.0
13:20.0,114.898287,4.97800383,,,,,25:05.0
13:22.0,114.898287,4.97800383,,,,,25:07.0
13:23.0,114.898287,4.97800383,,,,,25:08.0
13:24.0,114.898287,4.97800383,,,,,25:09.0
13:26.0,114.898287,4.978004,,,,,25:11.0
13:29.0,114.898287,4.978004,,,,,25:14.0
13:30.0,114.898287,4.978004,,,,,25:15.0
13:32.0,114.898287,4.978004,,,,,25:17.0
13:34.0,114.8982868,4.978004,,,,,25:19.0
13:35.0,114.8982868,4.978004,,,,,25:20.0
13:36.0,114.8982868,4.978004,,,,,25:21.0
13:37.0,114.8982868,4.978004,,,,,25:22.0
13:38.0,114.8982867,4.97800417,,,,,25:23.0
13:39.0,114.8982867,4.97800417,,,,,25:24.0
13:41.0,114.8982868,4.97800417,,,,,25:26.0
13:42.0,114.8982867,4.97800417,,,,,25:27.0
13:44.0,114.8982867,4.97800417,,,,,25:29.0
13:45.0,114.8982867,4.97800417,,,,,25:30.0
13:47.0,114.8982865,4.97800417,,,,,25:32.0
13:48.0,114.8982865,4.97800417,,,,,25:33.0
13:50.0,114.8982863,4.978004,,,,,25:35.0
13:51.0,114.8982862,4.97800417,,,,,25:36.0
13:52.0,114.8982862,4.978004,,,,,25:37.0
13:53.0,114.8982862,4.978004,,,,,25:38.0
13:54.0,114.898286,4.978004,,,,,25:39.0
13:56.0,114.8982858,4.978004,,,,,25:41.0
13:59.0,114.8982855,4.978004,,,,,25:44.0
14:00.0,114.8982855,4.978004,,,,,25:45.0
14:01.0,114.8982855,4.978004,,,,,25:46.0
14:02.0,114.8982853,4.978004,,,,,25:47.0
14:04.0,114.8982863,4.978003,,,,,25:49.0
14:06.0,114.8982872,4.9779985,,,,,25:51.0
14:07.0,114.8982857,4.97799383,,,,,25:52.0
14:08.0,114.898284,4.97798917,,,,,25:53.0
14:09.0,114.8982828,4.9779835,,,,,25:54.0
14:10.0,114.8982822,4.977976,,,,,25:55.0
14:11.0,114.8982803,4.97796733,,,,,25:56.0
14:12.0,114.8982782,4.97795867,,,,,25:57.0
14:13.0,114.8982768,4.97795067,,,,,25:58.0
14:14.0,114.8982753,4.9779425,,,,,25:59.0
14:15.0,114.898273,4.97793517,,,,,26:00.0
14:17.0,114.8982742,4.97792183,,,,,26:02.0
14:18.0,114.8982715,4.9779135,,,,,26:03.0
14:20.0,114.8982667,4.977895,,,,,26:05.0
14:21.0,114.8982645,4.9778855,,,,,26:06.0
14:23.0,114.8982572,4.97786567,,,,,26:08.0
14:24.0,114.8982533,4.97785717,,,,,26:09.0
14:26.0,114.8982468,4.97783933,,,,,26:11.0
14:27.0,114.8982442,4.97783083,,,,,26:12.0
14:28.0,114.898241,4.97782167,,,,,26:13.0
14:29.0,114.8982385,4.97781267,,,,,26:14.0
14:30.0,114.8982352,4.97780317,,,,,26:15.0
14:32.0,114.8982262,4.9777865,,,,,26:17.0
14:33.0,114.8982215,4.97777767,,,,,26:18.0
14:34.0,114.8982173,4.97776833,,,,,26:19.0
14:36.0,114.8982077,4.9777495,,,,,26:21.0
14:38.0,114.8981997,4.977732,,,,,26:23.0
14:41.0,114.8981857,4.977704,,,,,26:26.0
14:42.0,114.8981807,4.97769433,,,,,26:27.0
14:44.0,114.8981707,4.97767517,,,,,26:29.0
14:46.0,114.8981602,4.97765367,,,,,26:31.0
14:48.0,114.898148,4.97763467,,,,,26:33.0
14:50.0,114.8981325,4.97760533,,,,,26:35.0
14:51.0,114.8981258,4.97759383,,,,,26:36.0
14:52.0,114.8981202,4.9775825,,,,,26:37.0
14:54.0,114.8981062,4.9775605,,,,,26:39.0
14:55.0,114.8981005,4.97754867,,,,,26:40.0
14:56.0,114.8980945,4.977538,,,,,26:41.0
14:57.0,114.8980888,4.97752817,,,,,26:42.0
14:58.0,114.8980822,4.97751733,,,,,26:43.0
15:01.0,114.8980602,4.97748683,,,,,26:46.0
15:03.0,114.8980472,4.9774675,,,,,26:48.0
15:04.0,114.8980417,4.977458,,,,,26:49.0
15:05.0,114.898036,4.9774485,,,,,26:50.0
15:06.0,114.8980298,4.97743833,,,,,26:51.0
15:08.0,114.8980178,4.97741833,,,,,26:53.0
15:09.0,114.8980115,4.9774085,,,,,26:54.0
15:10.0,114.8980058,4.97739883,,,,,26:55.0
15:13.0,114.8979875,4.97737167,,,,,26:58.0
15:14.0,114.8979815,4.977363,,,,,26:59.0
15:15.0,114.8979762,4.97735417,,,,,27:00.0
15:17.0,114.8979652,4.97733617,,,,,27:02.0
15:19.0,114.8979528,4.977319,,,,,27:04.0
15:20.0,114.897947,4.97731033,,,,,27:05.0
15:22.0,114.8979367,4.97729217,,,,,27:07.0
15:23.0,114.8979312,4.97728267,,,,,27:08.0
15:24.0,114.8979257,4.9772745,,,,,27:09.0
15:26.0,114.897918,4.97726117,,,,,27:11.0
15:29.0,114.8979218,4.97726667,,,,,27:14.0
15:30.0,114.8979223,4.977267,,,,,27:15.0
15:32.0,114.8979227,4.97726733,,,,,27:17.0
15:34.0,114.8979232,4.97726767,,,,,27:19.0
15:36.0,114.8979228,4.977268,,,,,27:21.0
15:37.0,114.897923,4.97726817,,,,,27:22.0
15:39.0,114.897923,4.97726817,,,,,27:24.0
15:40.0,114.8979232,4.97726833,,,,,27:25.0
15:41.0,114.8979232,4.97726833,,,,,27:26.0
15:43.0,114.8979232,4.97726833,,,,,27:28.0
15:46.0,114.8979232,4.9772685,,,,,27:31.0
15:47.0,114.8979232,4.9772685,,,,,27:32.0
15:48.0,114.8979225,4.9772675,,,,,27:33.0
15:49.0,114.897922,4.97726717,,,,,27:34.0
15:53.0,114.897919,4.97726517,,,,,27:38.0
15:55.0,114.8979172,4.97726467,,,,,27:40.0
15:56.0,114.8979163,4.97726417,,,,,27:41.0
15:58.0,114.8979148,4.97726367,,,,,27:43.0
15:59.0,114.8979143,4.9772635,,,,,27:44.0
16:00.0,114.8979138,4.97726317,,,,,27:45.0
16:01.0,114.8979133,4.977263,,,,,27:46.0
16:02.0,114.8979128,4.97726283,,,,,27:47.0
16:04.0,114.8979118,4.97726267,,,,,27:49.0
16:06.0,114.8979112,4.97726267,,,,,27:51.0
16:07.0,114.8979108,4.97726267,,,,,27:52.0
16:08.0,114.8979107,4.97726267,,,,,27:53.0
16:09.0,114.8979105,4.9772625,,,,,27:54.0
16:10.0,114.8979103,4.97726217,,,,,27:55.0
16:11.0,114.89791,4.97726183,,,,,27:56.0
16:12.0,114.8979097,4.97726133,,,,,27:57.0
16:13.0,114.8979092,4.97726117,,,,,27:58.0
16:16.0,114.8979083,4.977261,,,,,28:01.0
16:17.0,114.897908,4.977261,,,,,28:02.0
16:19.0,114.8979078,4.97726117,,,,,28:04.0
16:20.0,114.8979078,4.97726117,,,,,28:05.0
16:22.0,114.8979075,4.97726133,,,,,28:07.0
16:24.0,114.8979072,4.97726167,,,,,28:09.0
16:25.0,114.897907,4.97726167,,,,,28:10.0
16:26.0,114.8979068,4.97726183,,,,,28:11.0
16:28.0,114.8979065,4.977262,,,,,28:13.0
16:30.0,114.8979065,4.97726233,,,,,28:15.0
16:31.0,114.8979063,4.9772625,,,,,28:16.0
16:34.0,114.8979058,4.9772625,,,,,28:19.0
16:35.0,114.8979058,4.9772625,,,,,28:20.0
16:37.0,114.8979057,4.9772625,,,,,28:22.0
16:38.0,114.8979055,4.97726233,,,,,28:23.0
16:40.0,114.8979053,4.977262,,,,,28:25.0
16:42.0,114.8979052,4.97726183,,,,,28:27.0
16:44.0,114.8979055,4.9772615,,,,,28:29.0
16:46.0,114.8979058,4.97726117,,,,,28:31.0
16:48.0,114.8979058,4.97726083,,,,,28:33.0
16:50.0,114.8979057,4.97726083,,,,,28:35.0
16:54.0,114.8979055,4.97726083,,,,,28:39.0
16:55.0,114.8979055,4.97726083,,,,,28:40.0
16:56.0,114.8979055,4.97726083,,,,,28:41.0
16:58.0,114.8979058,4.97726067,,,,,28:43.0
17:00.0,114.897906,4.9772605,,,,,28:45.0
17:01.0,114.8979062,4.9772605,,,,,28:46.0
17:04.0,114.897906,4.9772605,,,,,28:49.0
17:06.0,114.897906,4.97726033,,,,,28:51.0
17:07.0,114.897906,4.97726017,,,,,28:52.0
17:10.0,114.8979063,4.97725967,,,,,28:55.0
17:12.0,114.8979075,4.97725933,,,,,28:57.0
17:13.0,114.897908,4.97725917,,,,,28:58.0
17:15.0,114.8979088,4.97725883,,,,,29:00.0
17:17.0,114.897909,4.97725817,,,,,29:02.0
17:18.0,114.897909,4.977258,,,,,29:03.0
17:19.0,114.897909,4.97725783,,,,,29:04.0
17:20.0,114.897909,4.97725767,,,,,29:05.0
17:22.0,114.8979092,4.97725733,,,,,29:07.0
17:23.0,114.8979092,4.97725733,,,,,29:08.0
17:24.0,114.8979092,4.97725717,,,,,29:09.0
17:25.0,114.8979092,4.97725717,,,,,29:10.0
17:29.0,114.8979087,4.9772575,,,,,29:14.0
17:30.0,114.8979087,4.977258,,,,,29:15.0
17:32.0,114.8979085,4.97725833,,,,,29:17.0
17:33.0,114.8979087,4.9772585,,,,,29:18.0
17:34.0,114.8979087,4.9772585,,,,,29:19.0
17:35.0,114.8979088,4.9772585,,,,,29:20.0
17:36.0,114.8979088,4.9772585,,,,,29:21.0
17:37.0,114.8979088,4.97725867,,,,,29:22.0
17:38.0,114.8979088,4.97725833,,,,,29:23.0
17:40.0,114.8979088,4.97725817,,,,,29:25.0
17:41.0,114.897909,4.977258,,,,,29:26.0
17:42.0,114.8979092,4.97725783,,,,,29:27.0
17:48.0,114.8979033,4.97725033,,,,,29:33.0
17:49.0,114.897899,4.97724717,,,,,29:34.0
17:50.0,114.897894,4.97724217,,,,,29:35.0
17:51.0,114.8978905,4.97723467,,,,,29:36.0
17:52.0,114.8978862,4.97722617,,,,,29:37.0
17:54.0,114.8978772,4.9772135,,,,,29:39.0
17:55.0,114.8978722,4.97720733,,,,,29:40.0
17:56.0,114.8978672,4.9772035,,,,,29:41.0
17:58.0,114.8978603,4.97720467,,,,,29:43.0
18:00.0,114.8978503,4.97720883,,,,,29:45.0
18:01.0,114.897843,4.97721333,,,,,29:46.0
18:04.0,114.8978215,4.97722917,,,,,29:49.0
18:06.0,114.8978073,4.97724,,,,,29:51.0
18:07.0,114.8977993,4.97724583,,,,,29:52.0
18:08.0,114.8977907,4.97725167,,,,,29:53.0
18:10.0,114.8977762,4.9772645,,,,,29:55.0
18:11.0,114.8977707,4.97726867,,,,,29:56.0
18:13.0,114.8977633,4.977275,,,,,29:58.0
18:14.0,114.8977563,4.97727867,,,,,29:59.0
18:15.0,114.8977502,4.97728283,,,,,30:00.0
18:16.0,114.8977483,4.97728467,,,,,30:01.0
18:18.0,114.8977453,4.97729,,,,,30:03.0
18:20.0,114.8977415,4.9772915,,,,,30:05.0
18:23.0,114.8977352,4.97729367,,,,,30:08.0
18:25.0,114.89773,4.97729783,,,,,30:10.0
18:26.0,114.8977293,4.97729983,,,,,30:11.0
18:28.0,114.8977258,4.97730167,,,,,30:13.0
18:30.0,114.8977213,4.97730583,,,,,30:15.0
18:32.0,114.8977173,4.97731067,,,,,30:17.0
18:33.0,114.8977135,4.9773135,,,,,30:18.0
18:34.0,114.8977107,4.97731583,,,,,30:19.0
18:35.0,114.8977078,4.97731767,,,,,30:20.0
18:37.0,114.8977073,4.97731767,,,,,30:22.0
18:39.0,114.8977077,4.9773155,,,,,30:24.0
18:40.0,114.897707,4.97731583,,,,,30:25.0
18:41.0,114.8977067,4.97731617,,,,,30:26.0
18:43.0,114.8977065,4.97731667,,,,,30:28.0
18:44.0,114.8977067,4.97731683,,,,,30:29.0
18:46.0,114.8977068,4.97731717,,,,,30:31.0
18:48.0,114.8977032,4.97732467,,,,,30:33.0
18:50.0,114.8976965,4.97733267,,,,,30:35.0
18:52.0,114.8976848,4.977343,,,,,30:37.0
18:53.0,114.8976765,4.9773465,,,,,30:38.0
18:54.0,114.8976727,4.97734967,,,,,30:39.0
18:55.0,114.897668,4.97735167,,,,,30:40.0
18:56.0,114.8976607,4.97735267,,,,,30:41.0
18:57.0,114.8976542,4.97735417,,,,,30:42.0
18:58.0,114.8976497,4.97735233,,,,,30:43.0
18:59.0,114.8976507,4.97734717,,,,,30:44.0
19:00.0,114.8976517,4.9773435,,,,,30:45.0
19:02.0,114.8976538,4.977339,,,,,30:47.0
19:04.0,114.8976545,4.97733883,,,,,30:49.0
19:05.0,114.8976548,4.97733867,,,,,30:50.0
19:06.0,114.897655,4.9773385,,,,,30:51.0
19:07.0,114.8976553,4.97733833,,,,,30:52.0
19:09.0,114.8976558,4.97733817,,,,,30:54.0
19:11.0,114.8976562,4.97733783,,,,,30:56.0
19:13.0,114.8976568,4.97733733,,,,,30:58.0
19:14.0,114.897657,4.97733717,,,,,30:59.0
19:16.0,114.8976575,4.97733683,,,,,31:01.0
19:18.0,114.8976582,4.97733633,,,,,31:03.0
19:19.0,114.8976583,4.97733633,,,,,31:04.0
19:20.0,114.8976585,4.97733617,,,,,31:05.0
19:21.0,114.8976588,4.977336,,,,,31:06.0
19:22.0,114.8976592,4.97733583,,,,,31:07.0
19:24.0,114.8976597,4.97733567,,,,,31:09.0
19:25.0,114.89766,4.9773355,,,,,31:10.0
19:26.0,114.8976602,4.97733533,,,,,31:11.0
19:27.0,114.8976605,4.97733517,,,,,31:12.0
19:28.0,114.8976608,4.97733517,,,,,31:13.0
19:29.0,114.897661,4.977335,,,,,31:14.0
19:30.0,114.8976613,4.97733483,,,,,31:15.0
19:31.0,114.8976615,4.97733467,,,,,31:16.0
19:32.0,114.8976617,4.97733467,,,,,31:17.0
19:33.0,114.8976618,4.9773345,,,,,31:18.0
19:34.0,114.8976622,4.97733433,,,,,31:19.0
19:35.0,114.8976623,4.97733433,,,,,31:20.0
19:36.0,114.8976627,4.97733417,,,,,31:21.0
19:37.0,114.897663,4.977334,,,,,31:22.0
19:38.0,114.8976632,4.97733383,,,,,31:23.0
19:39.0,114.8976633,4.97733383,,,,,31:24.0
19:40.0,114.8976635,4.97733383,,,,,31:25.0
19:41.0,114.8976638,4.97733367,,,,,31:26.0
19:42.0,114.8976642,4.9773335,,,,,31:27.0
19:43.0,114.8976645,4.9773335,,,,,31:28.0
19:44.0,114.8976647,4.97733333,,,,,31:29.0
19:45.0,114.8976648,4.97733317,,,,,31:30.0
19:46.0,114.8976648,4.977333,,,,,31:31.0
19:47.0,114.8976652,4.977333,,,,,31:32.0
19:48.0,114.8976653,4.97733283,,,,,31:33.0
19:49.0,114.8976655,4.97733267,,,,,31:34.0
19:50.0,114.8976657,4.97733267,,,,,31:35.0
19:51.0,114.8976658,4.9773325,,,,,31:36.0
19:52.0,114.8976662,4.97733233,,,,,31:37.0
19:53.0,114.8976665,4.97733217,,,,,31:38.0
19:54.0,114.8976667,4.97733217,,,,,31:39.0
19:55.0,114.8976668,4.977332,,,,,31:40.0
19:56.0,114.897667,4.977332,,,,,31:41.0
19:57.0,114.8976672,4.97733183,,,,,31:42.0
19:58.0,114.8976673,4.97733183,,,,,31:43.0
19:59.0,114.8976677,4.97733167,,,,,31:44.0
20:00.0,114.8976678,4.9773315,,,,,31:45.0
20:01.0,114.897668,4.9773315,,,,,31:46.0
20:02.0,114.8976683,4.97733133,,,,,31:47.0
20:03.0,114.8976687,4.97733133,,,,,31:48.0
20:04.0,114.897669,4.97733117,,,,,31:49.0
20:05.0,114.8976692,4.97733117,,,,,31:50.0
20:06.0,114.8976697,4.977331,,,,,31:51.0
20:07.0,114.8976698,4.977331,,,,,31:52.0
20:08.0,114.8976702,4.97733083,,,,,31:53.0
20:09.0,114.8976705,4.97733083,,,,,31:54.0
20:10.0,114.8976708,4.97733067,,,,,31:55.0
20:11.0,114.8976712,4.97733067,,,,,31:56.0
20:12.0,114.8976715,4.9773305,,,,,31:57.0
20:13.0,114.8976717,4.9773305,,,,,31:58.0
20:14.0,114.8976722,4.9773305,,,,,31:59.0
20:16.0,114.8976727,4.97733033,,,,,32:01.0
20:18.0,114.897673,4.97733033,,,,,32:03.0
20:19.0,114.8976733,4.97733017,,,,,32:04.0
20:21.0,114.8976742,4.97733017,,,,,32:06.0
20:22.0,114.8976745,4.97733,,,,,32:07.0
20:23.0,114.8976748,4.97733,,,,,32:08.0
20:25.0,114.8976755,4.97733,,,,,32:10.0
20:26.0,114.8976757,4.97732983,,,,,32:11.0
20:28.0,114.897676,4.97732983,,,,,32:13.0
20:29.0,114.8976762,4.97732967,,,,,32:14.0
20:30.0,114.8976763,4.97732967,,,,,32:15.0
20:31.0,114.8976768,4.97732967,,,,,32:16.0
20:32.0,114.8976772,4.9773295,,,,,32:17.0
20:34.0,114.8976782,4.9773295,,,,,32:19.0
20:35.0,114.8976787,4.97732933,,,,,32:20.0
20:36.0,114.8976792,4.97732917,,,,,32:21.0
20:38.0,114.8976797,4.97732917,,,,,32:23.0
20:39.0,114.89768,4.977329,,,,,32:24.0
20:40.0,114.8976802,4.977329,,,,,32:25.0
20:41.0,114.8976803,4.977329,,,,,32:26.0
20:42.0,114.8976803,4.97732883,,,,,32:27.0
20:43.0,114.8976805,4.97732883,,,,,32:28.0
20:44.0,114.8976807,4.97732883,,,,,32:29.0
20:45.0,114.8976808,4.97732867,,,,,32:30.0
20:47.0,114.8976812,4.9773285,,,,,32:32.0
20:48.0,114.8976813,4.9773285,,,,,32:33.0
20:50.0,114.8976815,4.97732833,,,,,32:35.0
20:51.0,114.8976815,4.97732817,,,,,32:36.0
20:52.0,114.8976817,4.97732817,,,,,32:37.0
20:53.0,114.8976817,4.97732817,,,,,32:38.0
20:54.0,114.8976815,4.97732817,,,,,32:39.0
20:56.0,114.8976817,4.977328,,,,,32:41.0
20:57.0,114.8976817,4.977328,,,,,32:42.0
20:59.0,114.8976815,4.977328,,,,,32:44.0
21:00.0,114.8976815,4.97732817,,,,,32:45.0
21:01.0,114.8976813,4.97732817,,,,,32:46.0
21:02.0,114.8976813,4.97732817,,,,,32:47.0
21:03.0,114.8976812,4.97732817,,,,,32:48.0
21:05.0,114.8976812,4.97732817,,,,,32:50.0
21:06.0,114.8976813,4.97732817,,,,,32:51.0
21:08.0,114.8976815,4.97732817,,,,,32:53.0
21:09.0,114.8976813,4.97732817,,,,,32:54.0
21:11.0,114.8976815,4.977328,,,,,32:56.0
21:12.0,114.897682,4.9773305,,,,,32:57.0
21:14.0,114.8976807,4.97733583,,,,,32:59.0
21:15.0,114.8976783,4.97734233,,,,,33:00.0
21:17.0,114.8976728,4.97735667,,,,,33:02.0
21:18.0,114.8976712,4.97736367,,,,,33:03.0
21:19.0,114.8976705,4.97736583,,,,,33:04.0
21:20.0,114.8976672,4.97736667,,,,,33:05.0
21:22.0,114.8976628,4.97736917,,,,,33:07.0
21:23.0,114.8976615,4.977372,,,,,33:08.0
21:24.0,114.8976572,4.97737583,,,,,33:09.0
21:25.0,114.897647,4.97737683,,,,,33:10.0
21:27.0,114.8976282,4.97737533,,,,,33:12.0
21:29.0,114.8976112,4.9773755,,,,,33:14.0
21:30.0,114.8976,4.97737533,,,,,33:15.0
21:31.0,114.89759,4.97737533,,,,,33:16.0
21:32.0,114.897579,4.97737533,,,,,33:17.0
21:34.0,114.8975562,4.97737467,,,,,33:19.0
21:35.0,114.8975455,4.977373,,,,,33:20.0
21:36.0,114.8975343,4.9773715,,,,,33:21.0
21:37.0,114.8975225,4.977372,,,,,33:22.0
21:38.0,114.8975115,4.97737383,,,,,33:23.0
21:40.0,114.8974905,4.97737217,,,,,33:25.0
21:41.0,114.8974802,4.97737133,,,,,33:26.0
21:42.0,114.89747,4.97737167,,,,,33:27.0
21:43.0,114.8974607,4.97737117,,,,,33:28.0
21:44.0,114.8974508,4.97737317,,,,,33:29.0
21:45.0,114.897441,4.97737317,,,,,33:30.0
21:46.0,114.897431,4.97737033,,,,,33:31.0
21:47.0,114.8974235,4.9773645,,,,,33:32.0
21:48.0,114.8974205,4.977358,,,,,33:33.0
21:50.0,114.8974222,4.97734167,,,,,33:35.0
21:52.0,114.897425,4.97732117,,,,,33:37.0
21:53.0,114.8974267,4.97731,,,,,33:38.0
21:54.0,114.8974272,4.9772995,,,,,33:39.0
21:56.0,114.8974242,4.97727867,,,,,33:41.0
21:58.0,114.897421,4.9772675,,,,,33:43.0
21:59.0,114.89742,4.977266,,,,,33:44.0
22:00.0,114.8974197,4.977266,,,,,33:45.0
22:02.0,114.897419,4.97726667,,,,,33:47.0
22:04.0,114.8974188,4.97726633,,,,,33:49.0
22:05.0,114.8974187,4.97726633,,,,,33:50.0
22:06.0,114.8974185,4.97726617,,,,,33:51.0
22:07.0,114.8974183,4.97726617,,,,,33:52.0
22:08.0,114.8974182,4.97726617,,,,,33:53.0
22:10.0,114.8974177,4.977266,,,,,33:55.0
22:11.0,114.8974175,4.977266,,,,,33:56.0
22:12.0,114.8974173,4.97726567,,,,,33:57.0
22:14.0,114.8974167,4.9772655,,,,,33:59.0
22:16.0,114.8974163,4.97726533,,,,,34:01.0
22:18.0,114.8974162,4.977265,,,,,34:03.0
22:19.0,114.897416,4.977265,,,,,34:04.0
22:20.0,114.8974158,4.97726483,,,,,34:05.0
22:22.0,114.8974157,4.9772645,,,,,34:07.0
22:23.0,114.8974155,4.9772645,,,,,34:08.0
22:24.0,114.8974153,4.97726433,,,,,34:09.0
22:25.0,114.8974153,4.97726433,,,,,34:10.0
22:26.0,114.8974152,4.97726433,,,,,34:11.0
22:27.0,114.8974152,4.97726417,,,,,34:12.0
22:28.0,114.8974152,4.97726417,,,,,34:13.0
22:29.0,114.8974148,4.977264,,,,,34:14.0
22:30.0,114.8974147,4.97726367,,,,,34:15.0
22:31.0,114.8974145,4.97726367,,,,,34:16.0
22:32.0,114.8974145,4.9772635,,,,,34:17.0
22:33.0,114.8974143,4.9772635,,,,,34:18.0
22:34.0,114.8974143,4.9772635,,,,,34:19.0
22:35.0,114.8974143,4.9772635,,,,,34:20.0
22:36.0,114.8974143,4.9772635,,,,,34:21.0
22:37.0,114.8974143,4.9772635,,,,,34:22.0
22:38.0,114.8974143,4.97726333,,,,,34:23.0
22:40.0,114.8974143,4.97726333,,,,,34:25.0
22:41.0,114.8974143,4.97726333,,,,,34:26.0
22:42.0,114.8974143,4.97726333,,,,,34:27.0
22:44.0,114.8974143,4.97726317,,,,,34:29.0
22:46.0,114.8974143,4.97726317,,,,,34:31.0
22:47.0,114.8974143,4.97726317,,,,,34:32.0
22:48.0,114.8974142,4.977263,,,,,34:33.0
22:49.0,114.8974142,4.977263,,,,,34:34.0
22:52.0,114.8974138,4.97726283,,,,,34:37.0
22:53.0,114.8974138,4.97726267,,,,,34:38.0
22:55.0,114.8974138,4.97726267,,,,,34:40.0
22:56.0,114.8974137,4.9772625,,,,,34:41.0
22:57.0,114.8974137,4.9772625,,,,,34:42.0
22:59.0,114.8974135,4.9772625,,,,,34:44.0
23:00.0,114.8974135,4.9772625,,,,,34:45.0
23:02.0,114.8974135,4.97726233,,,,,34:47.0
23:03.0,114.8974135,4.97726233,,,,,34:48.0
23:04.0,114.8974135,4.97726233,,,,,34:49.0
23:06.0,114.8974133,4.97726233,,,,,34:51.0
23:07.0,114.8974133,4.97726233,,,,,34:52.0
23:09.0,114.8974133,4.97726233,,,,,34:54.0
23:11.0,114.8974132,4.97726233,,,,,34:56.0
23:12.0,114.8974132,4.97726233,,,,,34:57.0
23:14.0,114.897413,4.97726233,,,,,34:59.0
23:15.0,114.8974128,4.97726217,,,,,35:00.0
23:16.0,114.8974127,4.97726217,,,,,35:01.0
23:17.0,114.8974125,4.97726217,,,,,35:02.0
23:18.0,114.8974123,4.977262,,,,,35:03.0
23:20.0,114.8974122,4.977262,,,,,35:05.0
23:22.0,114.897412,4.977262,,,,,35:07.0
23:23.0,114.897412,4.977262,,,,,35:08.0
23:24.0,114.8974118,4.97726183,,,,,35:09.0
23:25.0,114.8974117,4.97726183,,,,,35:10.0
23:26.0,114.8974117,4.97726183,,,,,35:11.0
23:27.0,114.8974115,4.97726183,,,,,35:12.0
23:28.0,114.8974115,4.97726183,,,,,35:13.0
23:29.0,114.8974113,4.97726167,,,,,35:14.0
23:30.0,114.8974113,4.97726167,,,,,35:15.0
23:31.0,114.8974115,4.97726167,,,,,35:16.0
23:32.0,114.8974113,4.97726167,,,,,35:17.0
23:33.0,114.8974112,4.97726167,,,,,35:18.0
23:36.0,114.8974108,4.97726133,,,,,35:21.0
23:38.0,114.8974105,4.97726117,,,,,35:23.0
23:39.0,114.8974105,4.97726117,,,,,35:24.0
23:41.0,114.8974102,4.977261,,,,,35:26.0
23:42.0,114.8974102,4.977261,,,,,35:27.0
23:43.0,114.89741,4.97726083,,,,,35:28.0
23:44.0,114.8974098,4.97726067,,,,,35:29.0
23:45.0,114.8974097,4.97726067,,,,,35:30.0
23:46.0,114.8974095,4.97726067,,,,,35:31.0
23:47.0,114.8974095,4.9772605,,,,,35:32.0
23:49.0,114.8974092,4.97726033,,,,,35:34.0
23:50.0,114.897409,4.97726033,,,,,35:35.0
23:51.0,114.897409,4.97726017,,,,,35:36.0
23:52.0,114.8974088,4.97726017,,,,,35:37.0
23:53.0,114.8974087,4.97726,,,,,35:38.0
23:55.0,114.8974085,4.97726,,,,,35:40.0
23:57.0,114.8974083,4.97725983,,,,,35:42.0
23:58.0,114.8974083,4.97725983,,,,,35:43.0
23:59.0,114.8974083,4.97725967,,,,,35:44.0
24:00.0,114.8974083,4.97725967,,,,,35:45.0
24:01.0,114.8974085,4.97725983,,,,,35:46.0
24:03.0,114.8974085,4.97725983,,,,,35:48.0
24:04.0,114.8974087,4.97725983,,,,,35:49.0
24:05.0,114.8974087,4.97725983,,,,,35:50.0
24:07.0,114.8974088,4.97725983,,,,,35:52.0
24:09.0,114.8974087,4.97725983,,,,,35:54.0
24:10.0,114.8974087,4.97725983,,,,,35:55.0
24:11.0,114.8974087,4.97725983,,,,,35:56.0
24:12.0,114.8974087,4.97725983,,,,,35:57.0
24:13.0,114.8974087,4.97725983,,,,,35:58.0
24:14.0,114.8974087,4.97725967,,,,,35:59.0
24:15.0,114.8974087,4.97725967,,,,,36:00.0
24:16.0,114.8974087,4.97725967,,,,,36:01.0
24:17.0,114.8974087,4.97725967,,,,,36:02.0
24:19.0,114.8974087,4.97725967,,,,,36:04.0
24:20.0,114.8974085,4.97725967,,,,,36:05.0
24:22.0,114.8974085,4.97725967,,,,,36:07.0
24:23.0,114.8974085,4.97725967,,,,,36:08.0
