Index,UTC,Time,Lon,Lat,,Position,Start Time,End Time,,Longitude,St.dev Lon,,Latitude,St.dev Lat
386,54:20.0,09:15.0,114.8981067,4.97846567,,,,,,,,,,
387,54:21.0,09:16.0,114.8981067,4.97846567,,,,,,,,,,
388,54:23.0,09:18.0,114.8981067,4.97846567,,,,,,,,,,
389,54:25.0,09:20.0,114.8981065,4.97846583,,,,,,,,,,
390,54:27.0,09:22.0,114.8981063,4.97846583,,,,,,,,,,
391,54:28.0,09:23.0,114.8981063,4.978466,,,,,,,,,,
392,54:29.0,09:24.0,114.8981062,4.97846617,,,,,,,,,,
393,54:31.0,09:26.0,114.8981062,4.97846633,,,,,,,,,,
394,54:32.0,09:27.0,114.898106,4.97846633,,,,,,,,,,
395,54:33.0,09:28.0,114.898106,4.9784665,,,,,,,,,,
396,54:34.0,09:29.0,114.898106,4.9784665,,,,,,,,,,
397,54:35.0,09:30.0,114.898106,4.97846667,,,,,,,,,,
398,54:37.0,09:32.0,114.8981058,4.97846667,,,,,,,,,,
399,54:38.0,09:33.0,114.8981058,4.97846667,,,,,,,,,,
400,54:39.0,09:34.0,114.8981058,4.97846683,,,,,,,,,,
401,54:40.0,09:35.0,114.8981058,4.97846683,,,,,,,,,,
402,54:41.0,09:36.0,114.8981057,4.97846683,,,,,,,,,,
403,54:42.0,09:37.0,114.8981057,4.97846683,,,,,,,,,,
404,54:43.0,09:38.0,114.8981057,4.978467,,,,,,,,,,
405,54:44.0,09:39.0,114.8981055,4.978467,,,,,,,,,,
406,54:45.0,09:40.0,114.8981055,4.978467,,,,,,,,,,
407,54:46.0,09:41.0,114.8981055,4.978467,,,,,,,,,,
408,54:47.0,09:42.0,114.8981055,4.978467,,,,,,,,,,
409,54:49.0,09:44.0,114.8981055,4.978467,,,,,,,,,,
410,54:51.0,09:46.0,114.8981057,4.978467,,,,,,,,,,
411,54:53.0,09:48.0,114.8981057,4.97846717,,,,,,,,,,
412,54:55.0,09:50.0,114.8981058,4.97846717,,,,,,,,,,
413,54:56.0,09:51.0,114.8981058,4.97846717,,,,,,,,,,
414,54:57.0,09:52.0,114.8981058,4.97846717,,,,,,,,,,
415,54:58.0,09:53.0,114.8981058,4.97846717,,,,,,,,,,
416,54:59.0,09:54.0,114.898106,4.97846717,,,,,,,,,,
417,55:01.0,09:56.0,114.898106,4.97846717,,,,,,,,,,
418,55:02.0,09:57.0,114.898106,4.97846717,,,,,,,,,,
419,55:03.0,09:58.0,114.8981062,4.97846717,,,,,,,,,,
420,55:04.0,09:59.0,114.8981062,4.97846717,,,,,,,,,,
421,55:05.0,10:00.0,114.8981062,4.97846717,,,,,,,,,,
422,55:07.0,10:02.0,114.8981063,4.978467,,,,,,,,,,
423,55:08.0,10:03.0,114.8981063,4.978467,,,,,,,,,,
424,55:09.0,10:04.0,114.8981065,4.978467,,,,,,,,,,
425,55:10.0,10:05.0,114.8981065,4.978467,,,,,,,,,,
426,55:11.0,10:06.0,114.8981065,4.97846683,,,,,,,,,,
427,55:12.0,10:07.0,114.8981065,4.978467,,,,,,,,,,
428,55:14.0,10:09.0,114.8981067,4.97846683,,,,,,,,,,
429,55:16.0,10:11.0,114.8981067,4.97846683,,,,,,,,,,
430,55:18.0,10:13.0,114.8981068,4.97846667,,,,,,,,,,
431,55:20.0,10:15.0,114.898107,4.9784665,,,,,,,,,,
432,55:22.0,10:17.0,114.8981072,4.9784665,,,,,,,,,,
433,55:23.0,10:18.0,114.8981072,4.9784665,,,,,,,,,,
434,55:24.0,10:19.0,114.8981073,4.97846633,,,,,,,,,,
435,55:26.0,10:21.0,114.8981075,4.97846633,,,,,,,,,,
436,55:28.0,10:23.0,114.8981077,4.978466,,,,,,,,,,
437,55:29.0,10:24.0,114.8981077,4.978466,,,,,,,,,,
438,55:31.0,10:26.0,114.8981078,4.97846583,,,,,,,,,,
439,55:32.0,10:27.0,114.8981078,4.97846583,,,,,,,,,,
440,55:33.0,10:28.0,114.8981078,4.97846567,,,,,,,,,,
441,55:34.0,10:29.0,114.898108,4.97846567,,,,,,,,,,
442,55:35.0,10:30.0,114.898108,4.97846567,,,,,,,,,,
443,55:37.0,10:32.0,114.898108,4.97846567,,,,,,,,,,
444,55:38.0,10:33.0,114.8981082,4.9784655,,,,,,,,,,
445,55:39.0,10:34.0,114.8981107,4.97846083,,,,,,,,,,
446,55:41.0,10:36.0,114.8981203,4.97845083,,,,,,,,,,
447,55:42.0,10:37.0,114.8981255,4.97844633,,,,,,,,,,
448,55:43.0,10:38.0,114.8981305,4.97844067,,,,,,,,,,
449,55:44.0,10:39.0,114.8981345,4.978433,,,,,,,,,,
450,55:45.0,10:40.0,114.8981375,4.97842533,,,,,,,,,,
451,55:46.0,10:41.0,114.89814,4.97841717,,,,,,,,,,
452,55:47.0,10:42.0,114.898143,4.97840883,,,,,,,,,,
453,55:49.0,10:44.0,114.8981488,4.97839,,,,,,,,,,
454,55:51.0,10:46.0,114.8981543,4.97837283,,,,,,,,,,
455,55:52.0,10:47.0,114.8981567,4.9783625,,,,,,,,,,
456,55:53.0,10:48.0,114.8981597,4.97835167,,,,,,,,,,
457,55:54.0,10:49.0,114.8981632,4.978341,,,,,,,,,,
458,55:55.0,10:50.0,114.898166,4.97833083,,,,,,,,,,
459,55:56.0,10:51.0,114.8981682,4.97832117,,,,,,,,,,
460,55:57.0,10:52.0,114.89817,4.978311,,,,,,,,,,
461,55:58.0,10:53.0,114.8981722,4.97830067,,,,,,,,,,
462,56:00.0,10:55.0,114.8981792,4.97827917,,,,,,,,,,
463,56:01.0,10:56.0,114.8981827,4.9782685,,,,,,,,,,
464,56:03.0,10:58.0,114.8981903,4.97824983,,,,,,,,,,
465,56:04.0,10:59.0,114.8981955,4.97824083,,,,,,,,,,
466,56:05.0,11:00.0,114.8982028,4.978232,,,,,,,,,,
467,56:06.0,11:01.0,114.8982115,4.97822467,,,,,,,,,,
468,56:09.0,11:04.0,114.898243,4.978209,,,,,,,,,,
469,56:10.0,11:05.0,114.8982533,4.978206,,,,,,,,,,
470,56:11.0,11:06.0,114.8982637,4.97820417,,,,,,,,,,
471,56:12.0,11:07.0,114.898274,4.97820217,,,,,,,,,,
472,56:14.0,11:09.0,114.898294,4.97819367,,,,,,,,,,
473,56:15.0,11:10.0,114.898304,4.978189,,,,,,,,,,
474,56:16.0,11:11.0,114.8983135,4.97818517,,,,,,,,,,
475,56:17.0,11:12.0,114.898323,4.97817933,,,,,,,,,,
476,56:18.0,11:13.0,114.8983295,4.97817067,,,,,,,,,,
477,56:20.0,11:15.0,114.898328,4.97815167,,,,,,,,,,
478,56:21.0,11:16.0,114.8983252,4.97814117,,,,,,,,,,
479,56:23.0,11:18.0,114.8983193,4.978119,,,,,,,,,,
480,56:24.0,11:19.0,114.8983163,4.97810817,,,,,,,,,,
481,56:26.0,11:21.0,114.8983102,4.97808917,,,,,,,,,,
482,56:27.0,11:22.0,114.8983068,4.97808017,,,,,,,,,,
483,56:29.0,11:24.0,114.8983023,4.97806,,,,,,,,,,
484,56:30.0,11:25.0,114.8983017,4.9780495,,,,,,,,,,
485,56:32.0,11:27.0,114.8982997,4.97802967,,,,,,,,,,
486,56:33.0,11:28.0,114.8982978,4.97802067,,,,,,,,,,
487,56:35.0,11:30.0,114.8982977,4.97801683,,,,,,,,,,
488,56:36.0,11:31.0,114.8982978,4.97801683,,,,,,,,,,
489,56:38.0,11:33.0,114.8982978,4.97801667,,,,,,,,,,
490,56:39.0,11:34.0,114.8982977,4.9780165,,,,,,,,,,
491,56:41.0,11:36.0,114.8982977,4.97801633,,,,,,,,,,
492,56:42.0,11:37.0,114.8982977,4.97801617,,,,,,,,,,
493,56:43.0,11:38.0,114.8982977,4.978016,,,,,,,,,,
494,56:44.0,11:39.0,114.8982975,4.97801583,,,,,,,,,,
495,56:45.0,11:40.0,114.8982975,4.97801567,,,,,,,,,,
496,56:47.0,11:42.0,114.8982975,4.9780155,,,,,,,,,,
497,56:48.0,11:43.0,114.8982975,4.97801533,,,,,,,,,,
498,56:49.0,11:44.0,114.8982973,4.97801517,,,,,,,,,,
499,56:50.0,11:45.0,114.8982973,4.978015,,,,,,,,,,
500,56:51.0,11:46.0,114.8982973,4.978015,,,,,,,,,,
501,56:53.0,11:48.0,114.8982972,4.97801467,,,,,,,,,,
502,56:54.0,11:49.0,114.898297,4.97801467,,,,,,,,,,
503,56:56.0,11:51.0,114.8982968,4.97801433,,,,,,,,,,
504,56:57.0,11:52.0,114.8982968,4.97801433,,,,,,,,,,
505,56:59.0,11:54.0,114.8982967,4.978014,,,,,,,,,,
506,57:00.0,11:55.0,114.8982967,4.97801383,,,,,,,,,,
507,57:01.0,11:56.0,114.8982967,4.97801367,,,,,,,,,,
508,57:02.0,11:57.0,114.8982967,4.97801367,,,,,,,,,,
509,57:03.0,11:58.0,114.8982967,4.9780135,,,,,,,,,,
510,57:04.0,11:59.0,114.8982965,4.97801333,,,,,,,,,,
511,57:05.0,12:00.0,114.8982967,4.97801317,,,,,,,,,,
512,57:07.0,12:02.0,114.8982965,4.978013,,,,,,,,,,
513,57:08.0,12:03.0,114.8982963,4.978013,,,,,,,,,,
514,57:09.0,12:04.0,114.8982963,4.978013,,,,,,,,,,
515,57:11.0,12:06.0,114.8982963,4.97801283,,,,,,,,,,
516,57:13.0,12:08.0,114.898296,4.97801267,,,,,,,,,,
517,57:15.0,12:10.0,114.8982958,4.9780125,,,,,,,,,,
518,57:16.0,12:11.0,114.8982958,4.9780125,,,,,,,,,,
519,57:17.0,12:12.0,114.8982957,4.97801233,,,,,,,,,,
520,57:18.0,12:13.0,114.8982957,4.97801233,,,,,,,,,,
521,57:19.0,12:14.0,114.8982955,4.97801217,,,,,,,,,,
522,57:20.0,12:15.0,114.8982955,4.97801217,,,,,,,,,,
523,57:21.0,12:16.0,114.8982955,4.978012,,,,,,,,,,
524,57:22.0,12:17.0,114.8982953,4.978012,,,,,,,,,,
525,57:23.0,12:18.0,114.8982953,4.97801183,,,,,,,,,,
526,57:24.0,12:19.0,114.8982953,4.97801183,,,,,,,,,,
527,57:26.0,12:21.0,114.8982953,4.97801167,,,,,,,,,,
528,57:28.0,12:23.0,114.8982955,4.9780115,,,,,,,,,,
529,57:29.0,12:24.0,114.8982953,4.97801133,,,,,,,,,,
530,57:30.0,12:25.0,114.8982953,4.97801133,,,,,,,,,,
531,57:32.0,12:27.0,114.8982953,4.97801117,,,,,,,,,,
532,57:34.0,12:29.0,114.8982953,4.97801117,,,,,,,,,,
533,57:35.0,12:30.0,114.8982952,4.978011,,,,,,,,,,
534,57:36.0,12:31.0,114.8982952,4.978011,,,,,,,,,,
535,57:37.0,12:32.0,114.898295,4.978011,,,,,,,,,,
536,57:38.0,12:33.0,114.8982948,4.97801083,,,,,,,,,,
537,57:40.0,12:35.0,114.8982948,4.97801067,,,,,,,,,,
538,57:41.0,12:36.0,114.8982948,4.97801067,,,,,,,,,,
539,57:42.0,12:37.0,114.8982948,4.97801067,,,,,,,,,,
540,57:43.0,12:38.0,114.898295,4.9780105,,,,,,,,,,
541,57:44.0,12:39.0,114.898295,4.9780105,,,,,,,,,,
542,57:46.0,12:41.0,114.898295,4.9780105,,,,,,,,,,
543,57:48.0,12:43.0,114.898295,4.97801033,,,,,,,,,,
544,57:49.0,12:44.0,114.898295,4.97801033,,,,,,,,,,
545,57:50.0,12:45.0,114.8982948,4.97801033,,,,,,,,,,
546,57:52.0,12:47.0,114.8982948,4.97801033,,,,,,,,,,
547,57:53.0,12:48.0,114.8982948,4.97801017,,,,,,,,,,
548,57:54.0,12:49.0,114.8982948,4.97801017,,,,,,,,,,
549,57:55.0,12:50.0,114.8982948,4.97801017,,,,,,,,,,
550,57:56.0,12:51.0,114.8982947,4.97801017,,,,,,,,,,
551,57:58.0,12:53.0,114.8982948,4.97801017,,,,,,,,,,
552,58:00.0,12:55.0,114.898295,4.97801017,,,,,,,,,,
553,58:01.0,12:56.0,114.898295,4.97801017,,,,,,,,,,
554,58:03.0,12:58.0,114.898295,4.97801017,,,,,,,,,,
555,58:04.0,12:59.0,114.898295,4.97801017,,,,,,,,,,
556,58:05.0,13:00.0,114.898295,4.97801017,,,,,,,,,,
557,58:06.0,13:01.0,114.898295,4.97801,,,,,,,,,,
558,58:07.0,13:02.0,114.8982952,4.97801,,,,,,,,,,
559,58:08.0,13:03.0,114.8982952,4.97801017,,,,,,,,,,
560,58:10.0,13:05.0,114.8982952,4.97800983,,,,,,,,,,
561,58:12.0,13:07.0,114.8982953,4.97800983,,,,,,,,,,
562,58:13.0,13:08.0,114.8982953,4.97801,,,,,,,,,,
563,58:14.0,13:09.0,114.8982955,4.97801,,,,,,,,,,
564,58:15.0,13:10.0,114.8982955,4.97800983,,,,,,,,,,
565,58:16.0,13:11.0,114.8982955,4.97800983,,,,,,,,,,
566,58:18.0,13:13.0,114.8982957,4.97800983,,,,,,,,,,
567,58:19.0,13:14.0,114.8982957,4.97800967,,,,,,,,,,
568,58:20.0,13:15.0,114.8982958,4.97800967,,,,,,,,,,
569,58:21.0,13:16.0,114.8982958,4.97800967,,,,,,,,,,
570,58:22.0,13:17.0,114.898296,4.97800967,,,,,,,,,,
571,58:23.0,13:18.0,114.898296,4.9780095,,,,,,,,,,
572,58:24.0,13:19.0,114.8982962,4.9780095,,,,,,,,,,
573,58:26.0,13:21.0,114.8982962,4.9780095,,,,,,,,,,
574,58:27.0,13:22.0,114.8982962,4.9780095,,,,,,,,,,
575,58:28.0,13:23.0,114.8982962,4.9780095,,,,,,,,,,
576,58:29.0,13:24.0,114.8982963,4.9780095,,,,,,,,,,
577,58:30.0,13:25.0,114.8982962,4.9780095,,,,,,,,,,
578,58:31.0,13:26.0,114.8982963,4.97800933,,,,,,,,,,
579,58:32.0,13:27.0,114.8982965,4.97800933,,,,,,,,,,
580,58:34.0,13:29.0,114.8982967,4.97800917,,,,,,,,,,
581,58:35.0,13:30.0,114.8982967,4.978009,,,,,,,,,,
582,58:36.0,13:31.0,114.8982968,4.978009,,,,,,,,,,
583,58:37.0,13:32.0,114.8982968,4.97800883,,,,,,,,,,
584,58:38.0,13:33.0,114.8982968,4.97800883,,,,,,,,,,
585,58:39.0,13:34.0,114.8982968,4.97800883,,,,,,,,,,
586,58:40.0,13:35.0,114.8982968,4.97800867,,,,,,,,,,
587,58:41.0,13:36.0,114.898297,4.97800867,,,,,,,,,,
588,58:43.0,13:38.0,114.8982968,4.97800867,,,,,,,,,,
589,58:44.0,13:39.0,114.8982968,4.9780085,,,,,,,,,,
590,58:45.0,13:40.0,114.898297,4.9780085,,,,,,,,,,
591,58:46.0,13:41.0,114.898297,4.9780085,,,,,,,,,,
592,58:48.0,13:43.0,114.898297,4.97800833,,,,,,,,,,
593,58:50.0,13:45.0,114.898297,4.97800833,,,,,,,,,,
594,58:51.0,13:46.0,114.8982972,4.97800817,,,,,,,,,,
595,58:56.0,13:51.0,114.8982927,4.97799233,,,,,,,,,,
596,58:57.0,13:52.0,114.8982907,4.9779825,,,,,,,,,,
597,58:59.0,13:54.0,114.8982867,4.9779615,,,,,,,,,,
598,59:01.0,13:56.0,114.8982833,4.97794083,,,,,,,,,,
599,59:03.0,13:58.0,114.8982798,4.97792233,,,,,,,,,,
600,59:04.0,13:59.0,114.898278,4.9779125,,,,,,,,,,
601,59:07.0,14:02.0,114.8982703,4.9778845,,,,,,,,,,
602,59:08.0,14:03.0,114.8982663,4.97787433,,,,,,,,,,
603,59:09.0,14:04.0,114.8982637,4.97786383,,,,,,,,,,
604,59:10.0,14:05.0,114.8982603,4.97785317,,,,,,,,,,
605,59:12.0,14:07.0,114.898253,4.977832,,,,,,,,,,
606,59:13.0,14:08.0,114.898249,4.9778225,,,,,,,,,,
607,59:14.0,14:09.0,114.8982448,4.97781333,,,,,,,,,,
608,59:15.0,14:10.0,114.8982395,4.97780367,,,,,,,,,,
609,59:17.0,14:12.0,114.8982302,4.97778383,,,,,,,,,,
610,59:18.0,14:13.0,114.8982255,4.977774,,,,,,,,,,
611,59:19.0,14:14.0,114.8982212,4.97776367,,,,,,,,,,
612,59:20.0,14:15.0,114.8982172,4.97775383,,,,,,,,,,
613,59:21.0,14:16.0,114.8982123,4.97774483,,,,,,,,,,
614,59:22.0,14:17.0,114.898207,4.977736,,,,,,,,,,
615,59:23.0,14:18.0,114.8982017,4.97772683,,,,,,,,,,
616,59:24.0,14:19.0,114.898196,4.9777175,,,,,,,,,,
617,59:26.0,14:21.0,114.8981858,4.97769533,,,,,,,,,,
618,59:27.0,14:22.0,114.8981802,4.977684,,,,,,,,,,
619,59:29.0,14:24.0,114.8981698,4.977663,,,,,,,,,,
620,59:30.0,14:25.0,114.898165,4.97765317,,,,,,,,,,
621,59:32.0,14:27.0,114.8981552,4.97763433,,,,,,,,,,
622,59:33.0,14:28.0,114.8981492,4.97762567,,,,,,,,,,
623,59:35.0,14:30.0,114.8981363,4.97760617,,,,,,,,,,
624,59:36.0,14:31.0,114.8981303,4.97759667,,,,,,,,,,
625,59:37.0,14:32.0,114.8981242,4.97758683,,,,,,,,,,
626,59:38.0,14:33.0,114.898118,4.97757667,,,,,,,,,,
627,59:39.0,14:34.0,114.8981122,4.97756617,,,,,,,,,,
628,59:41.0,14:36.0,114.8981008,4.9775465,,,,,,,,,,
629,59:42.0,14:37.0,114.8980947,4.977538,,,,,,,,,,
630,59:43.0,14:38.0,114.8980883,4.97752917,,,,,,,,,,
631,59:44.0,14:39.0,114.8980817,4.97751883,,,,,,,,,,
632,59:45.0,14:40.0,114.898075,4.97750867,,,,,,,,,,
633,59:47.0,14:42.0,114.8980617,4.9774895,,,,,,,,,,
634,59:48.0,14:43.0,114.8980562,4.97747917,,,,,,,,,,
635,59:50.0,14:45.0,114.8980445,4.97745933,,,,,,,,,,
636,59:51.0,14:46.0,114.8980383,4.9774505,,,,,,,,,,
637,59:53.0,14:48.0,114.8980253,4.97743317,,,,,,,,,,
638,59:55.0,14:50.0,114.8980117,4.97741333,,,,,,,,,,
639,59:57.0,14:52.0,114.8980002,4.97739217,,,,,,,,,,
640,59:58.0,14:53.0,114.8979942,4.97738133,,,,,,,,,,
641,59:59.0,14:54.0,114.8979883,4.97737067,,,,,,,,,,
642,00:01.0,14:56.0,114.8979755,4.9773515,,,,,,,,,,
643,00:02.0,14:57.0,114.8979695,4.97734267,,,,,,,,,,
644,00:03.0,14:58.0,114.8979635,4.97733383,,,,,,,,,,
645,00:04.0,14:59.0,114.897957,4.97732467,,,,,,,,,,
646,00:05.0,15:00.0,114.8979507,4.977315,,,,,,,,,,
647,00:06.0,15:01.0,114.8979442,4.97730483,,,,,,,,,,
648,00:07.0,15:02.0,114.8979383,4.97729367,,,,,,,,,,
649,00:08.0,15:03.0,114.8979335,4.97728417,,,,,,,,,,
650,00:10.0,15:05.0,114.8979305,4.97727783,,,,,,,,,,
651,00:11.0,15:06.0,114.8979302,4.97727717,,,,,,,,,,
652,00:12.0,15:07.0,114.8979298,4.977277,,,,,,,,,,
653,00:14.0,15:09.0,114.8979298,4.9772775,,,,,,,,,,
654,00:16.0,15:11.0,114.89793,4.9772775,,,,,,,,,,
655,00:18.0,15:13.0,114.8979302,4.9772775,,,,,,,,,,
656,00:20.0,15:15.0,114.8979302,4.9772775,,,,,,,,,,
657,00:22.0,15:17.0,114.8979303,4.97727733,,,,,,,,,,
658,00:24.0,15:19.0,114.8979303,4.97727733,,,,,,,,,,
659,00:26.0,15:21.0,114.8979303,4.9772775,,,,,,,,,,
660,00:28.0,15:23.0,114.8979305,4.9772775,,,,,,,,,,
661,00:30.0,15:25.0,114.8979305,4.97727767,,,,,,,,,,
662,00:31.0,15:26.0,114.8979303,4.97727783,,,,,,,,,,
663,00:32.0,15:27.0,114.8979303,4.97727783,,,,,,,,,,
664,00:33.0,15:28.0,114.8979303,4.97727783,,,,,,,,,,
665,00:34.0,15:29.0,114.8979305,4.977278,,,,,,,,,,
666,00:35.0,15:30.0,114.8979305,4.977278,,,,,,,,,,
667,00:36.0,15:31.0,114.8979305,4.97727817,,,,,,,,,,
668,00:37.0,15:32.0,114.8979302,4.97727817,,,,,,,,,,
669,00:39.0,15:34.0,114.8979302,4.97727833,,,,,,,,,,
670,00:41.0,15:36.0,114.89793,4.97727833,,,,,,,,,,
671,00:43.0,15:38.0,114.89793,4.97727833,,,,,,,,,,
672,00:44.0,15:39.0,114.89793,4.97727833,,,,,,,,,,
673,00:46.0,15:41.0,114.89793,4.97727833,,,,,,,,,,
674,00:47.0,15:42.0,114.89793,4.97727833,,,,,,,,,,
675,00:49.0,15:44.0,114.8979302,4.97727817,,,,,,,,,,
676,00:52.0,15:47.0,114.8979302,4.97727817,,,,,,,,,,
677,00:53.0,15:48.0,114.8979303,4.97727817,,,,,,,,,,
678,00:55.0,15:50.0,114.8979303,4.97727817,,,,,,,,,,
679,00:56.0,15:51.0,114.8979302,4.97727817,,,,,,,,,,
680,00:57.0,15:52.0,114.8979302,4.97727817,,,,,,,,,,
681,01:00.0,15:55.0,114.89793,4.97727833,,,,,,,,,,
682,01:01.0,15:56.0,114.89793,4.97727833,,,,,,,,,,
683,01:02.0,15:57.0,114.8979298,4.97727833,,,,,,,,,,
684,01:04.0,15:59.0,114.8979298,4.9772785,,,,,,,,,,
685,01:06.0,16:01.0,114.8979298,4.9772785,,,,,,,,,,
686,01:07.0,16:02.0,114.8979297,4.9772785,,,,,,,,,,
687,01:09.0,16:04.0,114.8979297,4.97727867,,,,,,,,,,
688,01:11.0,16:06.0,114.8979297,4.97727867,,,,,,,,,,
689,01:12.0,16:07.0,114.8979297,4.97727867,,,,,,,,,,
690,01:13.0,16:08.0,114.8979295,4.9772785,,,,,,,,,,
691,01:14.0,16:09.0,114.8979295,4.9772785,,,,,,,,,,
692,01:15.0,16:10.0,114.8979295,4.9772785,,,,,,,,,,
693,01:16.0,16:11.0,114.8979295,4.9772785,,,,,,,,,,
694,01:17.0,16:12.0,114.8979297,4.9772785,,,,,,,,,,
695,01:18.0,16:13.0,114.8979297,4.9772785,,,,,,,,,,
696,01:20.0,16:15.0,114.8979298,4.97727833,,,,,,,,,,
697,01:21.0,16:16.0,114.8979298,4.97727833,,,,,,,,,,
698,01:22.0,16:17.0,114.8979298,4.97727833,,,,,,,,,,
699,01:24.0,16:19.0,114.8979298,4.97727833,,,,,,,,,,
700,01:26.0,16:21.0,114.8979298,4.97727833,,,,,,,,,,
701,01:27.0,16:22.0,114.89793,4.97727817,,,,,,,,,,
702,01:28.0,16:23.0,114.89793,4.97727833,,,,,,,,,,
703,01:30.0,16:25.0,114.89793,4.97727817,,,,,,,,,,
704,01:32.0,16:27.0,114.89793,4.97727817,,,,,,,,,,
705,01:33.0,16:28.0,114.89793,4.97727817,,,,,,,,,,
706,01:34.0,16:29.0,114.89793,4.97727817,,,,,,,,,,
707,01:35.0,16:30.0,114.89793,4.97727817,,,,,,,,,,
708,01:36.0,16:31.0,114.89793,4.97727817,,,,,,,,,,
709,01:37.0,16:32.0,114.8979298,4.97727817,,,,,,,,,,
710,01:38.0,16:33.0,114.8979298,4.97727817,,,,,,,,,,
711,01:39.0,16:34.0,114.8979298,4.97727817,,,,,,,,,,
712,01:41.0,16:36.0,114.8979297,4.97727817,,,,,,,,,,
713,01:42.0,16:37.0,114.8979297,4.97727817,,,,,,,,,,
714,01:43.0,16:38.0,114.8979295,4.97727833,,,,,,,,,,
715,01:44.0,16:39.0,114.8979295,4.97727833,,,,,,,,,,
716,01:45.0,16:40.0,114.8979295,4.97727817,,,,,,,,,,
717,01:47.0,16:42.0,114.8979295,4.97727817,,,,,,,,,,
718,01:48.0,16:43.0,114.8979295,4.97727817,,,,,,,,,,
719,01:50.0,16:45.0,114.8979293,4.97727817,,,,,,,,,,
720,01:51.0,16:46.0,114.8979293,4.97727817,,,,,,,,,,
721,01:53.0,16:48.0,114.8979293,4.97727817,,,,,,,,,,
722,01:54.0,16:49.0,114.8979293,4.97727817,,,,,,,,,,
723,01:55.0,16:50.0,114.8979293,4.97727817,,,,,,,,,,
724,01:56.0,16:51.0,114.8979292,4.97727817,,,,,,,,,,
725,01:57.0,16:52.0,114.8979293,4.97727817,,,,,,,,,,
726,01:58.0,16:53.0,114.8979292,4.97727817,,,,,,,,,,
727,01:59.0,16:54.0,114.8979292,4.97727817,,,,,,,,,,
728,02:02.0,16:57.0,114.8979293,4.977278,,,,,,,,,,
729,02:03.0,16:58.0,114.8979293,4.977278,,,,,,,,,,
730,02:05.0,17:00.0,114.8979293,4.97727783,,,,,,,,,,
731,02:07.0,17:02.0,114.8979293,4.97727783,,,,,,,,,,
732,02:08.0,17:03.0,114.8979293,4.97727783,,,,,,,,,,
733,02:09.0,17:04.0,114.8979293,4.97727767,,,,,,,,,,
734,02:11.0,17:06.0,114.8979293,4.97727767,,,,,,,,,,
735,02:13.0,17:08.0,114.8979293,4.97727767,,,,,,,,,,
736,02:15.0,17:10.0,114.8979293,4.9772775,,,,,,,,,,
737,02:16.0,17:11.0,114.8979295,4.97727733,,,,,,,,,,
738,02:17.0,17:12.0,114.8979295,4.97727733,,,,,,,,,,
739,02:18.0,17:13.0,114.8979295,4.97727717,,,,,,,,,,
740,02:19.0,17:14.0,114.8979295,4.97727717,,,,,,,,,,
741,02:20.0,17:15.0,114.8979295,4.977277,,,,,,,,,,
742,02:21.0,17:16.0,114.8979297,4.977277,,,,,,,,,,
743,02:22.0,17:17.0,114.8979297,4.97727683,,,,,,,,,,
744,02:23.0,17:18.0,114.8979278,4.97727683,,,,,,,,,,
745,02:24.0,17:19.0,114.8979237,4.97727467,,,,,,,,,,
746,02:25.0,17:20.0,114.8979177,4.97727467,,,,,,,,,,
747,02:26.0,17:21.0,114.8979108,4.9772745,,,,,,,,,,
748,02:27.0,17:22.0,114.8979017,4.97727783,,,,,,,,,,
749,02:29.0,17:24.0,114.8978825,4.977284,,,,,,,,,,
750,02:31.0,17:26.0,114.8978638,4.977289,,,,,,,,,,
751,02:33.0,17:28.0,114.897843,4.97728867,,,,,,,,,,
752,02:34.0,17:29.0,114.897832,4.9772875,,,,,,,,,,
753,02:35.0,17:30.0,114.897821,4.97728617,,,,,,,,,,
754,02:36.0,17:31.0,114.8978108,4.9772835,,,,,,,,,,
755,02:37.0,17:32.0,114.8978023,4.97728067,,,,,,,,,,
756,02:38.0,17:33.0,114.8977953,4.9772805,,,,,,,,,,
757,02:39.0,17:34.0,114.8977888,4.97728083,,,,,,,,,,
758,02:40.0,17:35.0,114.8977822,4.977282,,,,,,,,,,
759,02:41.0,17:36.0,114.8977772,4.977285,,,,,,,,,,
760,02:42.0,17:37.0,114.8977713,4.977288,,,,,,,,,,
761,02:44.0,17:39.0,114.8977605,4.97729317,,,,,,,,,,
762,02:46.0,17:41.0,114.897755,4.97729583,,,,,,,,,,
763,02:47.0,17:42.0,114.8977525,4.97729783,,,,,,,,,,
764,02:48.0,17:43.0,114.8977508,4.97730133,,,,,,,,,,
765,02:49.0,17:44.0,114.8977493,4.97730317,,,,,,,,,,
766,02:50.0,17:45.0,114.8977467,4.97730367,,,,,,,,,,
767,02:51.0,17:46.0,114.8977442,4.97730467,,,,,,,,,,
768,02:53.0,17:48.0,114.8977397,4.97730783,,,,,,,,,,
769,02:55.0,17:50.0,114.8977353,4.9773095,,,,,,,,,,
770,02:57.0,17:52.0,114.8977312,4.977313,,,,,,,,,,
771,02:58.0,17:53.0,114.897728,4.977316,,,,,,,,,,
772,02:59.0,17:54.0,114.8977263,4.97731867,,,,,,,,,,
773,03:01.0,17:56.0,114.8977217,4.977323,,,,,,,,,,
774,03:02.0,17:57.0,114.89772,4.977325,,,,,,,,,,
775,03:03.0,17:58.0,114.8977167,4.97732833,,,,,,,,,,
776,03:04.0,17:59.0,114.897714,4.97733317,,,,,,,,,,
