Index,UTC,Time,Lon,Lat,,Position,Start Time,End Time,,Longitude,St.dev Lon,,Latitude,St.dev Lat
28,23:39.0,00:46.0,114.8972973,4.97826817,,,,,,,,,,
29,23:40.0,00:47.0,114.8972968,4.978268,,,,,,,,,,
30,23:43.0,00:50.0,114.8972955,4.97826783,,,,,,,,,,
31,23:46.0,00:53.0,114.8972937,4.97826733,,,,,,,,,,
32,23:49.0,00:56.0,114.8972915,4.97826583,,,,,,,,,,
33,23:50.0,00:57.0,114.8972903,4.97826517,,,,,,,,,,
34,23:51.0,00:58.0,114.8972895,4.978265,,,,,,,,,,
35,23:52.0,00:59.0,114.8972887,4.97826483,,,,,,,,,,
36,23:55.0,01:02.0,114.897287,4.97826333,,,,,,,,,,
37,23:56.0,01:03.0,114.8972862,4.97826267,,,,,,,,,,
38,23:57.0,01:04.0,114.8972855,4.97826217,,,,,,,,,,
39,23:58.0,01:05.0,114.8972848,4.9782615,,,,,,,,,,
40,24:02.0,01:09.0,114.8972832,4.97826083,,,,,,,,,,
41,24:03.0,01:10.0,114.897283,4.978261,,,,,,,,,,
42,24:05.0,01:12.0,114.8972832,4.97826117,,,,,,,,,,
43,24:07.0,01:14.0,114.8972833,4.97826033,,,,,,,,,,
44,24:08.0,01:15.0,114.8972837,4.9782605,,,,,,,,,,
45,24:09.0,01:16.0,114.8972842,4.9782605,,,,,,,,,,
46,24:10.0,01:17.0,114.8972852,4.9782605,,,,,,,,,,
47,24:11.0,01:18.0,114.8972857,4.97826033,,,,,,,,,,
48,24:12.0,01:19.0,114.8972857,4.97825967,,,,,,,,,,
49,24:13.0,01:20.0,114.8972857,4.9782595,,,,,,,,,,
50,24:14.0,01:21.0,114.8972852,4.97825883,,,,,,,,,,
51,24:15.0,01:22.0,114.8972852,4.97825833,,,,,,,,,,
52,24:16.0,01:23.0,114.897285,4.97825783,,,,,,,,,,
53,24:17.0,01:24.0,114.8972847,4.97825733,,,,,,,,,,
54,24:20.0,01:27.0,114.8972843,4.978256,,,,,,,,,,
55,24:21.0,01:28.0,114.8972845,4.97825533,,,,,,,,,,
56,24:22.0,01:29.0,114.8972847,4.97825483,,,,,,,,,,
57,24:23.0,01:30.0,114.897285,4.9782545,,,,,,,,,,
58,24:25.0,01:32.0,114.8972855,4.97825383,,,,,,,,,,
59,24:27.0,01:34.0,114.8972865,4.97825283,,,,,,,,,,
60,24:28.0,01:35.0,114.8972865,4.97825233,,,,,,,,,,
61,24:29.0,01:36.0,114.8972862,4.97825183,,,,,,,,,,
62,24:30.0,01:37.0,114.897286,4.9782515,,,,,,,,,,
63,24:31.0,01:38.0,114.8972862,4.97825117,,,,,,,,,,
64,24:33.0,01:40.0,114.8972863,4.9782505,,,,,,,,,,
65,24:34.0,01:41.0,114.8972868,4.97825067,,,,,,,,,,
66,24:35.0,01:42.0,114.8972877,4.97825083,,,,,,,,,,
67,24:36.0,01:43.0,114.8972883,4.97825083,,,,,,,,,,
68,24:38.0,01:45.0,114.8972898,4.97825083,,,,,,,,,,
69,24:39.0,01:46.0,114.8972903,4.978251,,,,,,,,,,
70,24:41.0,01:48.0,114.8972912,4.978251,,,,,,,,,,
71,24:43.0,01:50.0,114.897292,4.978251,,,,,,,,,,
72,24:45.0,01:52.0,114.8972927,4.97825117,,,,,,,,,,
73,24:48.0,01:55.0,114.8972942,4.978252,,,,,,,,,,
74,24:49.0,01:56.0,114.8972947,4.97825217,,,,,,,,,,
75,24:50.0,01:57.0,114.897295,4.97825233,,,,,,,,,,
76,24:51.0,01:58.0,114.8972955,4.97825283,,,,,,,,,,
77,24:52.0,01:59.0,114.8972958,4.978253,,,,,,,,,,
78,24:55.0,02:02.0,114.897296,4.9782535,,,,,,,,,,
79,24:57.0,02:04.0,114.8972957,4.978253,,,,,,,,,,
80,25:01.0,02:08.0,114.897296,4.97825067,,,,,,,,,,
81,25:02.0,02:09.0,114.8972977,4.97824633,,,,,,,,,,
82,25:03.0,02:10.0,114.8973013,4.9782405,,,,,,,,,,
83,25:04.0,02:11.0,114.897307,4.978234,,,,,,,,,,
84,25:07.0,02:14.0,114.8973257,4.97821567,,,,,,,,,,
85,25:08.0,02:15.0,114.8973333,4.9782095,,,,,,,,,,
86,25:09.0,02:16.0,114.8973408,4.97820317,,,,,,,,,,
87,25:10.0,02:17.0,114.8973487,4.9781965,,,,,,,,,,
88,25:12.0,02:19.0,114.897369,4.97818083,,,,,,,,,,
89,25:13.0,02:20.0,114.8973778,4.97817117,,,,,,,,,,
90,25:15.0,02:22.0,114.897396,4.97815117,,,,,,,,,,
91,25:16.0,02:23.0,114.8974035,4.9781415,,,,,,,,,,
92,25:19.0,02:26.0,114.8974247,4.97811117,,,,,,,,,,
93,25:22.0,02:29.0,114.8974572,4.9780895,,,,,,,,,,
94,25:23.0,02:30.0,114.8974673,4.97808233,,,,,,,,,,
95,25:26.0,02:33.0,114.8974997,4.97806167,,,,,,,,,,
96,25:30.0,02:37.0,114.8975475,4.97805533,,,,,,,,,,
97,25:33.0,02:40.0,114.8975603,4.97806233,,,,,,,,,,
98,25:34.0,02:41.0,114.8975638,4.97806317,,,,,,,,,,
99,25:35.0,02:42.0,114.8975677,4.9780645,,,,,,,,,,
100,25:37.0,02:44.0,114.8975745,4.9780675,,,,,,,,,,
101,25:39.0,02:46.0,114.897579,4.97807067,,,,,,,,,,
102,25:43.0,02:50.0,114.8975888,4.97807467,,,,,,,,,,
103,25:44.0,02:51.0,114.8975917,4.978076,,,,,,,,,,
104,25:46.0,02:53.0,114.8975958,4.978077,,,,,,,,,,
105,25:48.0,02:55.0,114.8975988,4.97807883,,,,,,,,,,
106,25:49.0,02:56.0,114.897601,4.97808017,,,,,,,,,,
107,25:50.0,02:57.0,114.897603,4.978081,,,,,,,,,,
108,25:51.0,02:58.0,114.8976055,4.97808233,,,,,,,,,,
109,25:52.0,02:59.0,114.8976072,4.97808317,,,,,,,,,,
110,25:53.0,03:00.0,114.897609,4.97808367,,,,,,,,,,
111,25:55.0,03:02.0,114.8976123,4.9780845,,,,,,,,,,
112,25:57.0,03:04.0,114.8976153,4.97808567,,,,,,,,,,
113,26:00.0,03:07.0,114.8976197,4.97808583,,,,,,,,,,
114,26:02.0,03:09.0,114.8976222,4.97808633,,,,,,,,,,
115,26:04.0,03:11.0,114.8976248,4.97808733,,,,,,,,,,
116,26:08.0,03:15.0,114.897628,4.9780885,,,,,,,,,,
117,26:09.0,03:16.0,114.8976288,4.9780885,,,,,,,,,,
118,26:10.0,03:17.0,114.8976297,4.978089,,,,,,,,,,
119,26:11.0,03:18.0,114.8976308,4.97808983,,,,,,,,,,
120,26:13.0,03:20.0,114.897633,4.97808983,,,,,,,,,,
121,26:15.0,03:22.0,114.897635,4.97809033,,,,,,,,,,
122,26:16.0,03:23.0,114.8976363,4.97809017,,,,,,,,,,
123,26:18.0,03:25.0,114.8976383,4.97809,,,,,,,,,,
124,26:20.0,03:27.0,114.8976393,4.97809,,,,,,,,,,
125,26:22.0,03:29.0,114.897641,4.9780905,,,,,,,,,,
126,26:23.0,03:30.0,114.8976418,4.97809083,,,,,,,,,,
127,26:25.0,03:32.0,114.8976435,4.978092,,,,,,,,,,
128,26:26.0,03:33.0,114.8976442,4.97809317,,,,,,,,,,
129,26:27.0,03:34.0,114.8976452,4.978094,,,,,,,,,,
130,26:29.0,03:36.0,114.8976473,4.97809467,,,,,,,,,,
131,26:31.0,03:38.0,114.8976498,4.97809567,,,,,,,,,,
132,26:35.0,03:42.0,114.8976537,4.97809633,,,,,,,,,,
133,26:36.0,03:43.0,114.8976547,4.97809683,,,,,,,,,,
134,26:37.0,03:44.0,114.8976557,4.97809667,,,,,,,,,,
135,26:38.0,03:45.0,114.8976565,4.9780975,,,,,,,,,,
136,26:39.0,03:46.0,114.8976575,4.97809983,,,,,,,,,,
137,26:41.0,03:48.0,114.8976592,4.97810117,,,,,,,,,,
138,26:44.0,03:51.0,114.8976623,4.97810317,,,,,,,,,,
139,26:45.0,03:52.0,114.897663,4.978103,,,,,,,,,,
140,26:50.0,03:57.0,114.8976673,4.9781015,,,,,,,,,,
141,26:52.0,03:59.0,114.8976683,4.97810183,,,,,,,,,,
142,26:59.0,04:06.0,114.8976727,4.978104,,,,,,,,,,
143,27:00.0,04:07.0,114.8976748,4.97810417,,,,,,,,,,
144,27:07.0,04:14.0,114.8976783,4.97810667,,,,,,,,,,
145,27:11.0,04:18.0,114.8976807,4.97810583,,,,,,,,,,
146,27:14.0,04:21.0,114.8976827,4.97810433,,,,,,,,,,
147,27:15.0,04:22.0,114.8976833,4.97810367,,,,,,,,,,
148,27:18.0,04:25.0,114.8976855,4.97810167,,,,,,,,,,
149,27:19.0,04:26.0,114.8976862,4.97810117,,,,,,,,,,
150,27:20.0,04:27.0,114.897687,4.9781005,,,,,,,,,,
151,27:21.0,04:28.0,114.8976877,4.97810033,,,,,,,,,,
152,27:22.0,04:29.0,114.8976882,4.9781,,,,,,,,,,
153,27:23.0,04:30.0,114.897689,4.9780995,,,,,,,,,,
154,27:25.0,04:32.0,114.8976902,4.97809883,,,,,,,,,,
155,27:26.0,04:33.0,114.897691,4.97809883,,,,,,,,,,
156,27:27.0,04:34.0,114.8976917,4.97809883,,,,,,,,,,
157,27:28.0,04:35.0,114.8976922,4.978099,,,,,,,,,,
158,27:29.0,04:36.0,114.8976925,4.978099,,,,,,,,,,
159,27:30.0,04:37.0,114.8976928,4.97809917,,,,,,,,,,
160,27:31.0,04:38.0,114.8976933,4.97809917,,,,,,,,,,
161,27:32.0,04:39.0,114.8976935,4.978099,,,,,,,,,,
162,27:33.0,04:40.0,114.8976937,4.9780995,,,,,,,,,,
163,27:35.0,04:42.0,114.897694,4.97809967,,,,,,,,,,
164,27:36.0,04:43.0,114.8976943,4.97809967,,,,,,,,,,
165,27:37.0,04:44.0,114.8976945,4.97809983,,,,,,,,,,
166,27:38.0,04:45.0,114.8976947,4.9781,,,,,,,,,,
167,27:39.0,04:46.0,114.897695,4.9780995,,,,,,,,,,
168,27:42.0,04:49.0,114.8976958,4.97809967,,,,,,,,,,
169,27:44.0,04:51.0,114.8976962,4.97809917,,,,,,,,,,
170,27:46.0,04:53.0,114.8976967,4.97809883,,,,,,,,,,
171,27:48.0,04:55.0,114.8976972,4.97809833,,,,,,,,,,
172,27:49.0,04:56.0,114.8976973,4.97809817,,,,,,,,,,
173,27:50.0,04:57.0,114.8976977,4.97809783,,,,,,,,,,
174,27:51.0,04:58.0,114.897698,4.9780975,,,,,,,,,,
175,27:52.0,04:59.0,114.8976983,4.97809733,,,,,,,,,,
176,27:54.0,05:01.0,114.8976988,4.97809733,,,,,,,,,,
177,27:56.0,05:03.0,114.8976993,4.97809717,,,,,,,,,,
178,28:00.0,05:07.0,114.8977005,4.97809767,,,,,,,,,,
179,28:02.0,05:09.0,114.897701,4.97809783,,,,,,,,,,
180,28:03.0,05:10.0,114.8977012,4.97809783,,,,,,,,,,
181,28:07.0,05:14.0,114.8977018,4.97809767,,,,,,,,,,
182,28:09.0,05:16.0,114.897702,4.97809783,,,,,,,,,,
183,28:10.0,05:17.0,114.8977022,4.97809783,,,,,,,,,,
184,28:14.0,05:21.0,114.8977023,4.978098,,,,,,,,,,
185,28:15.0,05:22.0,114.8977025,4.97809767,,,,,,,,,,
186,28:16.0,05:23.0,114.8977025,4.9780975,,,,,,,,,,
187,28:17.0,05:24.0,114.8977027,4.97809717,,,,,,,,,,
188,28:19.0,05:26.0,114.8977012,4.97809383,,,,,,,,,,
189,28:20.0,05:27.0,114.8976993,4.9780905,,,,,,,,,,
190,28:21.0,05:28.0,114.897699,4.9780875,,,,,,,,,,
191,28:22.0,05:29.0,114.8976992,4.97808617,,,,,,,,,,
192,28:26.0,05:33.0,114.8976947,4.9780835,,,,,,,,,,
193,28:27.0,05:34.0,114.897694,4.97808333,,,,,,,,,,
194,28:28.0,05:35.0,114.8976938,4.97808317,,,,,,,,,,
195,28:33.0,05:40.0,114.8976882,4.97808183,,,,,,,,,,
196,28:34.0,05:41.0,114.8976873,4.97808183,,,,,,,,,,
197,28:37.0,05:44.0,114.897687,4.97808267,,,,,,,,,,
198,28:38.0,05:45.0,114.8976872,4.97808317,,,,,,,,,,
199,28:39.0,05:46.0,114.8976875,4.97808383,,,,,,,,,,
200,28:40.0,05:47.0,114.8976875,4.97808417,,,,,,,,,,
201,28:41.0,05:48.0,114.897688,4.97808483,,,,,,,,,,
202,28:42.0,05:49.0,114.8976883,4.97808533,,,,,,,,,,
203,28:43.0,05:50.0,114.8976887,4.978086,,,,,,,,,,
204,28:44.0,05:51.0,114.8976887,4.9780865,,,,,,,,,,
205,28:45.0,05:52.0,114.8976887,4.978087,,,,,,,,,,
206,28:46.0,05:53.0,114.8976885,4.97808733,,,,,,,,,,
207,28:47.0,05:54.0,114.8976883,4.97808783,,,,,,,,,,
208,28:48.0,05:55.0,114.8976883,4.97808817,,,,,,,,,,
209,28:49.0,05:56.0,114.8976882,4.97808833,,,,,,,,,,
210,28:50.0,05:57.0,114.8976882,4.97808833,,,,,,,,,,
211,28:51.0,05:58.0,114.8976878,4.97808817,,,,,,,,,,
212,28:52.0,05:59.0,114.8976878,4.97808817,,,,,,,,,,
213,28:53.0,06:00.0,114.8976875,4.9780885,,,,,,,,,,
214,28:55.0,06:02.0,114.8976868,4.9780885,,,,,,,,,,
215,28:56.0,06:03.0,114.8976865,4.9780885,,,,,,,,,,
216,28:57.0,06:04.0,114.8976865,4.97808867,,,,,,,,,,
217,28:58.0,06:05.0,114.8976863,4.97808867,,,,,,,,,,
218,28:59.0,06:06.0,114.8976868,4.97808917,,,,,,,,,,
219,29:00.0,06:07.0,114.8976875,4.97808967,,,,,,,,,,
220,29:01.0,06:08.0,114.8976882,4.9780905,,,,,,,,,,
221,29:02.0,06:09.0,114.8976882,4.97809067,,,,,,,,,,
222,29:03.0,06:10.0,114.8976882,4.97809067,,,,,,,,,,
223,29:04.0,06:11.0,114.8976878,4.97809033,,,,,,,,,,
224,29:05.0,06:12.0,114.8976877,4.97809017,,,,,,,,,,
225,29:06.0,06:13.0,114.8976877,4.97809017,,,,,,,,,,
226,29:08.0,06:15.0,114.8976877,4.97808967,,,,,,,,,,
227,29:09.0,06:16.0,114.8976875,4.97808933,,,,,,,,,,
228,29:11.0,06:18.0,114.897687,4.97808867,,,,,,,,,,
229,29:13.0,06:20.0,114.8976868,4.97808817,,,,,,,,,,
230,29:14.0,06:21.0,114.8976868,4.97808767,,,,,,,,,,
231,29:15.0,06:22.0,114.8976868,4.97808717,,,,,,,,,,
232,29:17.0,06:24.0,114.8976868,4.978087,,,,,,,,,,
233,29:19.0,06:26.0,114.8976875,4.9780875,,,,,,,,,,
234,29:21.0,06:28.0,114.8976875,4.97808817,,,,,,,,,,
235,29:22.0,06:29.0,114.8976877,4.9780885,,,,,,,,,,
236,29:24.0,06:31.0,114.897688,4.97808983,,,,,,,,,,
237,29:25.0,06:32.0,114.8976883,4.97809017,,,,,,,,,,
238,29:26.0,06:33.0,114.8976887,4.9780905,,,,,,,,,,
239,29:27.0,06:34.0,114.8976888,4.97809083,,,,,,,,,,
240,29:29.0,06:36.0,114.8976893,4.97809117,,,,,,,,,,
241,29:30.0,06:37.0,114.8976893,4.97809133,,,,,,,,,,
242,29:31.0,06:38.0,114.8976895,4.97809167,,,,,,,,,,
243,29:32.0,06:39.0,114.8976897,4.97809183,,,,,,,,,,
244,29:33.0,06:40.0,114.8976898,4.978092,,,,,,,,,,
245,29:34.0,06:41.0,114.8976898,4.97809217,,,,,,,,,,
246,29:35.0,06:42.0,114.89769,4.97809217,,,,,,,,,,
247,29:36.0,06:43.0,114.8976903,4.97809217,,,,,,,,,,
248,29:39.0,06:46.0,114.8976907,4.9780925,,,,,,,,,,
249,29:41.0,06:48.0,114.897691,4.97809267,,,,,,,,,,
250,29:44.0,06:51.0,114.8976917,4.97809283,,,,,,,,,,
251,29:45.0,06:52.0,114.8976918,4.97809267,,,,,,,,,,
252,29:46.0,06:53.0,114.897692,4.97809283,,,,,,,,,,
253,29:48.0,06:55.0,114.8976925,4.97809283,,,,,,,,,,
254,29:49.0,06:56.0,114.8976927,4.978093,,,,,,,,,,
255,29:52.0,06:59.0,114.8976933,4.9780935,,,,,,,,,,
256,29:55.0,07:02.0,114.8976938,4.97809383,,,,,,,,,,
257,29:58.0,07:05.0,114.897693,4.97808767,,,,,,,,,,
258,30:03.0,07:10.0,114.897699,4.97808483,,,,,,,,,,
259,30:05.0,07:12.0,114.8977052,4.97808383,,,,,,,,,,
260,30:07.0,07:14.0,114.8977165,4.97808233,,,,,,,,,,
261,30:09.0,07:16.0,114.8977337,4.97809117,,,,,,,,,,
262,30:10.0,07:17.0,114.8977428,4.97809833,,,,,,,,,,
263,30:12.0,07:19.0,114.8977593,4.978116,,,,,,,,,,
264,30:14.0,07:21.0,114.8977762,4.9781295,,,,,,,,,,
265,30:16.0,07:23.0,114.8977958,4.97814167,,,,,,,,,,
266,30:17.0,07:24.0,114.897807,4.97814617,,,,,,,,,,
267,30:19.0,07:26.0,114.8978283,4.97815583,,,,,,,,,,
268,30:23.0,07:30.0,114.8978615,4.9781905,,,,,,,,,,
269,30:25.0,07:32.0,114.8978793,4.97820867,,,,,,,,,,
270,30:27.0,07:34.0,114.8978962,4.97822667,,,,,,,,,,
271,30:30.0,07:37.0,114.897916,4.97825433,,,,,,,,,,
272,30:31.0,07:38.0,114.8979233,4.9782635,,,,,,,,,,
273,30:32.0,07:39.0,114.8979315,4.978272,,,,,,,,,,
274,30:34.0,07:41.0,114.8979465,4.9782865,,,,,,,,,,
275,30:36.0,07:43.0,114.8979568,4.978305,,,,,,,,,,
276,30:37.0,07:44.0,114.8979617,4.97831433,,,,,,,,,,
277,30:38.0,07:45.0,114.8979658,4.97832233,,,,,,,,,,
278,30:39.0,07:46.0,114.897967,4.97833033,,,,,,,,,,
279,30:40.0,07:47.0,114.8979645,4.9783375,,,,,,,,,,
280,30:41.0,07:48.0,114.8979603,4.978343,,,,,,,,,,
281,30:42.0,07:49.0,114.8979567,4.978346,,,,,,,,,,
282,30:44.0,07:51.0,114.8979562,4.97834617,,,,,,,,,,
283,30:45.0,07:52.0,114.8979552,4.978349,,,,,,,,,,
284,30:46.0,07:53.0,114.8979543,4.97835117,,,,,,,,,,
285,30:49.0,07:56.0,114.8979537,4.97835283,,,,,,,,,,
286,30:51.0,07:58.0,114.8979533,4.97835317,,,,,,,,,,
287,30:53.0,08:00.0,114.8979533,4.978353,,,,,,,,,,
288,30:55.0,08:02.0,114.8979538,4.9783525,,,,,,,,,,
289,30:57.0,08:04.0,114.8979537,4.97835217,,,,,,,,,,
290,30:59.0,08:06.0,114.897953,4.97835233,,,,,,,,,,
291,31:01.0,08:08.0,114.8979523,4.97835267,,,,,,,,,,
292,31:03.0,08:10.0,114.8979515,4.9783535,,,,,,,,,,
293,31:06.0,08:13.0,114.897948,4.97835417,,,,,,,,,,
294,31:07.0,08:14.0,114.8979467,4.97835433,,,,,,,,,,
295,31:08.0,08:15.0,114.8979452,4.9783545,,,,,,,,,,
296,31:10.0,08:17.0,114.8979423,4.97835483,,,,,,,,,,
297,31:15.0,08:22.0,114.8979368,4.97835633,,,,,,,,,,
298,31:17.0,08:24.0,114.8979353,4.978357,,,,,,,,,,
299,31:19.0,08:26.0,114.897934,4.97835767,,,,,,,,,,
300,31:22.0,08:29.0,114.8979342,4.97835783,,,,,,,,,,
301,31:23.0,08:30.0,114.8979343,4.978358,,,,,,,,,,
302,31:26.0,08:33.0,114.8979328,4.97835917,,,,,,,,,,
303,31:28.0,08:35.0,114.8979323,4.97836,,,,,,,,,,
304,31:29.0,08:36.0,114.8979322,4.97836033,,,,,,,,,,
305,31:31.0,08:38.0,114.897932,4.978361,,,,,,,,,,
306,31:33.0,08:40.0,114.8979318,4.9783615,,,,,,,,,,
307,31:35.0,08:42.0,114.897932,4.978362,,,,,,,,,,
308,31:37.0,08:44.0,114.8979322,4.9783625,,,,,,,,,,
309,31:38.0,08:45.0,114.8979323,4.97836267,,,,,,,,,,
310,31:40.0,08:47.0,114.8979325,4.97836317,,,,,,,,,,
311,31:42.0,08:49.0,114.8979328,4.97836367,,,,,,,,,,
312,31:44.0,08:51.0,114.8979333,4.97836417,,,,,,,,,,
313,31:45.0,08:52.0,114.8979335,4.97836433,,,,,,,,,,
314,31:47.0,08:54.0,114.8979338,4.97836467,,,,,,,,,,
315,31:49.0,08:56.0,114.8979343,4.97836467,,,,,,,,,,
316,31:51.0,08:58.0,114.8979352,4.97836483,,,,,,,,,,
317,31:54.0,09:01.0,114.8979363,4.978365,,,,,,,,,,
318,31:56.0,09:03.0,114.8979368,4.97836517,,,,,,,,,,
319,31:57.0,09:04.0,114.8979372,4.97836533,,,,,,,,,,
320,31:58.0,09:05.0,114.8979375,4.97836533,,,,,,,,,,
321,31:59.0,09:06.0,114.8979377,4.9783655,,,,,,,,,,
322,32:01.0,09:08.0,114.8979382,4.97836567,,,,,,,,,,
323,32:03.0,09:10.0,114.8979385,4.978366,,,,,,,,,,
324,32:04.0,09:11.0,114.8979387,4.97836617,,,,,,,,,,
325,32:07.0,09:14.0,114.8979392,4.97836667,,,,,,,,,,
326,32:09.0,09:16.0,114.8979393,4.97836683,,,,,,,,,,
327,32:13.0,09:20.0,114.8979395,4.97836783,,,,,,,,,,
328,32:14.0,09:21.0,114.8979395,4.978368,,,,,,,,,,
329,32:17.0,09:24.0,114.8979395,4.97836883,,,,,,,,,,
330,32:19.0,09:26.0,114.8979395,4.97836933,,,,,,,,,,
331,32:20.0,09:27.0,114.8979395,4.9783695,,,,,,,,,,
332,32:22.0,09:29.0,114.8979395,4.97837,,,,,,,,,,
333,32:25.0,09:32.0,114.8979395,4.97837083,,,,,,,,,,
334,32:26.0,09:33.0,114.8979395,4.978371,,,,,,,,,,
335,32:27.0,09:34.0,114.8979395,4.97837117,,,,,,,,,,
336,32:28.0,09:35.0,114.8979395,4.97837133,,,,,,,,,,
337,32:31.0,09:38.0,114.8979395,4.978372,,,,,,,,,,
338,32:33.0,09:40.0,114.8979397,4.97837233,,,,,,,,,,
339,32:34.0,09:41.0,114.8979397,4.9783725,,,,,,,,,,
340,32:38.0,09:45.0,114.8979397,4.97837317,,,,,,,,,,
341,32:39.0,09:46.0,114.8979397,4.97837333,,,,,,,,,,
342,32:40.0,09:47.0,114.8979398,4.97837333,,,,,,,,,,
343,32:41.0,09:48.0,114.89794,4.9783735,,,,,,,,,,
344,32:42.0,09:49.0,114.8979402,4.97837367,,,,,,,,,,
345,32:43.0,09:50.0,114.8979402,4.97837367,,,,,,,,,,
346,32:44.0,09:51.0,114.8979403,4.97837367,,,,,,,,,,
347,32:45.0,09:52.0,114.8979405,4.97837383,,,,,,,,,,
348,32:46.0,09:53.0,114.8979405,4.97837383,,,,,,,,,,
349,32:48.0,09:55.0,114.8979408,4.978374,,,,,,,,,,
350,32:49.0,09:56.0,114.8979408,4.978374,,,,,,,,,,
351,32:50.0,09:57.0,114.897941,4.978374,,,,,,,,,,
352,32:51.0,09:58.0,114.8979412,4.97837417,,,,,,,,,,
353,32:52.0,09:59.0,114.8979412,4.97837417,,,,,,,,,,
354,32:54.0,10:01.0,114.8979413,4.97837433,,,,,,,,,,
355,32:56.0,10:03.0,114.8979413,4.9783745,,,,,,,,,,
356,32:57.0,10:04.0,114.8979415,4.9783745,,,,,,,,,,
357,32:58.0,10:05.0,114.8979415,4.97837467,,,,,,,,,,
358,33:00.0,10:07.0,114.8979417,4.97837467,,,,,,,,,,
359,33:01.0,10:08.0,114.8979418,4.97837467,,,,,,,,,,
360,33:02.0,10:09.0,114.897942,4.97837467,,,,,,,,,,
361,33:03.0,10:10.0,114.897942,4.97837467,,,,,,,,,,
362,33:05.0,10:12.0,114.8979423,4.97837483,,,,,,,,,,
363,33:06.0,10:13.0,114.8979423,4.97837483,,,,,,,,,,
364,33:07.0,10:14.0,114.8979425,4.97837483,,,,,,,,,,
365,33:08.0,10:15.0,114.8979425,4.97837483,,,,,,,,,,
366,33:11.0,10:18.0,114.8979428,4.97837517,,,,,,,,,,
367,33:12.0,10:19.0,114.8979425,4.97837517,,,,,,,,,,
368,33:13.0,10:20.0,114.8979423,4.97837517,,,,,,,,,,
369,33:14.0,10:21.0,114.897944,4.97837667,,,,,,,,,,
370,33:15.0,10:22.0,114.897949,4.97838133,,,,,,,,,,
371,33:17.0,10:24.0,114.8979648,4.9783925,,,,,,,,,,
372,33:18.0,10:25.0,114.8979735,4.97839817,,,,,,,,,,
373,33:27.0,10:34.0,114.8980348,4.97844933,,,,,,,,,,
374,33:29.0,10:36.0,114.8980443,4.97845917,,,,,,,,,,
375,33:31.0,10:38.0,114.8980565,4.9784585,,,,,,,,,,
376,33:33.0,10:40.0,114.8980728,4.97845267,,,,,,,,,,
377,33:34.0,10:41.0,114.8980793,4.97845,,,,,,,,,,
378,33:35.0,10:42.0,114.8980817,4.97844867,,,,,,,,,,
379,33:37.0,10:44.0,114.8980822,4.97844783,,,,,,,,,,
380,33:41.0,10:48.0,114.8980828,4.97844733,,,,,,,,,,
381,33:43.0,10:50.0,114.8980835,4.9784475,,,,,,,,,,
382,33:45.0,10:52.0,114.8980842,4.97844783,,,,,,,,,,
